Accession;Title;Sample Type;Taxonomy;Channels;Platform;Series;Supplementary Types;Supplementary Links;SRA Accession;Contact;Release Date
GSM5976597;MSCCR_reGRID_1069_Biopsy_1811, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640297;SRX14640297;Carmen argmann;Sep 16, 2022
GSM5976598;MSCCR_reGRID_1069_Biopsy_1812, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641331;SRX14641331;Carmen argmann;Sep 16, 2022
GSM5976599;MSCCR_reGRID_107_Biopsy_214, CD participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641332;SRX14641332;Carmen argmann;Sep 16, 2022
GSM5976600;MSCCR_reGRID_107_Biopsy_215, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641333;SRX14641333;Carmen argmann;Sep 16, 2022
GSM5976601;MSCCR_reGRID_107_Biopsy_216, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641334;SRX14641334;Carmen argmann;Sep 16, 2022
GSM5976602;MSCCR_reGRID_1070_Biopsy_1813, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641335;SRX14641335;Carmen argmann;Sep 16, 2022
GSM5976603;MSCCR_reGRID_1072_Biopsy_1814, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641336;SRX14641336;Carmen argmann;Sep 16, 2022
GSM5976604;MSCCR_reGRID_1072_Biopsy_1815, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641337;SRX14641337;Carmen argmann;Sep 16, 2022
GSM5976605;MSCCR_reGRID_1073_Biopsy_1816, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641338;SRX14641338;Carmen argmann;Sep 16, 2022
GSM5976606;MSCCR_reGRID_1073_Biopsy_1817, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641339;SRX14641339;Carmen argmann;Sep 16, 2022
GSM5976607;MSCCR_reGRID_1074_Biopsy_1818, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641340;SRX14641340;Carmen argmann;Sep 16, 2022
GSM5976608;MSCCR_reGRID_1074_Biopsy_1819, UC participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641341;SRX14641341;Carmen argmann;Sep 16, 2022
GSM5976609;MSCCR_reGRID_1075_Biopsy_1820, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641342;SRX14641342;Carmen argmann;Sep 16, 2022
GSM5976610;MSCCR_reGRID_1075_Biopsy_1821, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641343;SRX14641343;Carmen argmann;Sep 16, 2022
GSM5976611;MSCCR_reGRID_1076_Biopsy_1822, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641344;SRX14641344;Carmen argmann;Sep 16, 2022
GSM5976612;MSCCR_reGRID_1076_Biopsy_1823, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641345;SRX14641345;Carmen argmann;Sep 16, 2022
GSM5976613;MSCCR_reGRID_1077_Biopsy_1824, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641346;SRX14641346;Carmen argmann;Sep 16, 2022
GSM5976614;MSCCR_reGRID_1077_Biopsy_1825, CD participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641347;SRX14641347;Carmen argmann;Sep 16, 2022
GSM5976615;MSCCR_reGRID_1077_Biopsy_1826, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641348;SRX14641348;Carmen argmann;Sep 16, 2022
GSM5976616;MSCCR_reGRID_1078_Biopsy_1827, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641349;SRX14641349;Carmen argmann;Sep 16, 2022
GSM5976617;MSCCR_reGRID_1078_Biopsy_1828, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641350;SRX14641350;Carmen argmann;Sep 16, 2022
GSM5976618;MSCCR_reGRID_1079_Biopsy_1829, UC participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641351;SRX14641351;Carmen argmann;Sep 16, 2022
GSM5976619;MSCCR_reGRID_1079_Biopsy_1830, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641352;SRX14641352;Carmen argmann;Sep 16, 2022
GSM5976620;MSCCR_reGRID_1080_Biopsy_1831, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641353;SRX14641353;Carmen argmann;Sep 16, 2022
GSM5976621;MSCCR_reGRID_1080_Biopsy_1832, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641354;SRX14641354;Carmen argmann;Sep 16, 2022
GSM5976622;MSCCR_reGRID_1081_Biopsy_1833, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642329;SRX14642329;Carmen argmann;Sep 16, 2022
GSM5976623;MSCCR_reGRID_1081_Biopsy_1834, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642330;SRX14642330;Carmen argmann;Sep 16, 2022
GSM5976624;MSCCR_reGRID_1082_Biopsy_1835, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642331;SRX14642331;Carmen argmann;Sep 16, 2022
GSM5976625;MSCCR_reGRID_1082_Biopsy_1836, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642332;SRX14642332;Carmen argmann;Sep 16, 2022
GSM5976626;MSCCR_reGRID_1082_Biopsy_1837, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642333;SRX14642333;Carmen argmann;Sep 16, 2022
GSM5976627;MSCCR_reGRID_1083_Biopsy_1838, CD participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642334;SRX14642334;Carmen argmann;Sep 16, 2022
GSM5976628;MSCCR_reGRID_1083_Biopsy_1839, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642335;SRX14642335;Carmen argmann;Sep 16, 2022
GSM5976629;MSCCR_reGRID_1084_Biopsy_1840, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642336;SRX14642336;Carmen argmann;Sep 16, 2022
GSM5976630;MSCCR_reGRID_1084_Biopsy_1841, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642337;SRX14642337;Carmen argmann;Sep 16, 2022
GSM5976631;MSCCR_reGRID_1085_Biopsy_1842, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642338;SRX14642338;Carmen argmann;Sep 16, 2022
GSM5976632;MSCCR_reGRID_1085_Biopsy_1843, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642339;SRX14642339;Carmen argmann;Sep 16, 2022
GSM5976633;MSCCR_reGRID_1086_Biopsy_1844, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642340;SRX14642340;Carmen argmann;Sep 16, 2022
GSM5976634;MSCCR_reGRID_1086_Biopsy_1845, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642341;SRX14642341;Carmen argmann;Sep 16, 2022
GSM5976635;MSCCR_reGRID_1087_Biopsy_1846, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642342;SRX14642342;Carmen argmann;Sep 16, 2022
GSM5976636;MSCCR_reGRID_1087_Biopsy_1847, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642343;SRX14642343;Carmen argmann;Sep 16, 2022
GSM5976637;MSCCR_reGRID_1088_Biopsy_1848, UC participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642344;SRX14642344;Carmen argmann;Sep 16, 2022
GSM5976638;MSCCR_reGRID_1088_Biopsy_1849, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642345;SRX14642345;Carmen argmann;Sep 16, 2022
GSM5976639;MSCCR_reGRID_1089_Biopsy_1850, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642346;SRX14642346;Carmen argmann;Sep 16, 2022
GSM5976640;MSCCR_reGRID_1089_Biopsy_1851, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642347;SRX14642347;Carmen argmann;Sep 16, 2022
GSM5976641;MSCCR_reGRID_109_Biopsy_217, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642348;SRX14642348;Carmen argmann;Sep 16, 2022
GSM5976642;MSCCR_reGRID_109_Biopsy_218, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642349;SRX14642349;Carmen argmann;Sep 16, 2022
GSM5976643;MSCCR_reGRID_109_Biopsy_219, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642350;SRX14642350;Carmen argmann;Sep 16, 2022
GSM5976644;MSCCR_reGRID_1090_Biopsy_1852, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642351;SRX14642351;Carmen argmann;Sep 16, 2022
GSM5976645;MSCCR_reGRID_1090_Biopsy_1853, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642352;SRX14642352;Carmen argmann;Sep 16, 2022
GSM5976646;MSCCR_reGRID_1091_Biopsy_1854, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641969;SRX14641969;Carmen argmann;Sep 16, 2022
GSM5976647;MSCCR_reGRID_1091_Biopsy_1855, UC participants,Transverse I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641970;SRX14641970;Carmen argmann;Sep 16, 2022
GSM5976648;MSCCR_reGRID_1091_Biopsy_1856, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641971;SRX14641971;Carmen argmann;Sep 16, 2022
GSM5976649;MSCCR_reGRID_1092_Biopsy_1857, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641972;SRX14641972;Carmen argmann;Sep 16, 2022
GSM5976650;MSCCR_reGRID_1092_Biopsy_1858, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641973;SRX14641973;Carmen argmann;Sep 16, 2022
GSM5976651;MSCCR_reGRID_1093_Biopsy_1859, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641974;SRX14641974;Carmen argmann;Sep 16, 2022
GSM5976652;MSCCR_reGRID_1094_Biopsy_1860, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641975;SRX14641975;Carmen argmann;Sep 16, 2022
GSM5976653;MSCCR_reGRID_1094_Biopsy_1861, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641976;SRX14641976;Carmen argmann;Sep 16, 2022
GSM5976654;MSCCR_reGRID_1096_Biopsy_1862, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641977;SRX14641977;Carmen argmann;Sep 16, 2022
GSM5976655;MSCCR_reGRID_1096_Biopsy_1863, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641978;SRX14641978;Carmen argmann;Sep 16, 2022
GSM5976656;MSCCR_reGRID_1098_Biopsy_1864, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641979;SRX14641979;Carmen argmann;Sep 16, 2022
GSM5976657;MSCCR_reGRID_1098_Biopsy_1865, UC participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641980;SRX14641980;Carmen argmann;Sep 16, 2022
GSM5976658;MSCCR_reGRID_1099_Biopsy_1866, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641981;SRX14641981;Carmen argmann;Sep 16, 2022
GSM5976659;MSCCR_reGRID_1099_Biopsy_1867, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641982;SRX14641982;Carmen argmann;Sep 16, 2022
GSM5976660;MSCCR_reGRID_11_Biopsy_21, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641983;SRX14641983;Carmen argmann;Sep 16, 2022
GSM5976661;MSCCR_reGRID_110_Biopsy_220, CD participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641984;SRX14641984;Carmen argmann;Sep 16, 2022
GSM5976662;MSCCR_reGRID_110_Biopsy_221, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641985;SRX14641985;Carmen argmann;Sep 16, 2022
GSM5976663;MSCCR_reGRID_110_Biopsy_222, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641986;SRX14641986;Carmen argmann;Sep 16, 2022
GSM5976664;MSCCR_reGRID_1100_Biopsy_1868, UC participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641987;SRX14641987;Carmen argmann;Sep 16, 2022
GSM5976665;MSCCR_reGRID_1100_Biopsy_1869, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641988;SRX14641988;Carmen argmann;Sep 16, 2022
GSM5976666;MSCCR_reGRID_1100_Biopsy_1870, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641989;SRX14641989;Carmen argmann;Sep 16, 2022
GSM5976667;MSCCR_reGRID_1102_Biopsy_1871, UC participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641990;SRX14641990;Carmen argmann;Sep 16, 2022
GSM5976668;MSCCR_reGRID_1102_Biopsy_1872, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641991;SRX14641991;Carmen argmann;Sep 16, 2022
GSM5976669;MSCCR_reGRID_1102_Biopsy_1873, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641992;SRX14641992;Carmen argmann;Sep 16, 2022
GSM5976670;MSCCR_reGRID_1103_Biopsy_1874, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640298;SRX14640298;Carmen argmann;Sep 16, 2022
GSM5976671;MSCCR_reGRID_1104_Biopsy_1875, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640299;SRX14640299;Carmen argmann;Sep 16, 2022
GSM5976672;MSCCR_reGRID_1104_Biopsy_1876, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640300;SRX14640300;Carmen argmann;Sep 16, 2022
GSM5976673;MSCCR_reGRID_1105_Biopsy_1877, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640301;SRX14640301;Carmen argmann;Sep 16, 2022
GSM5976674;MSCCR_reGRID_1105_Biopsy_1878, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640302;SRX14640302;Carmen argmann;Sep 16, 2022
GSM5976675;MSCCR_reGRID_1108_Biopsy_1879, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640303;SRX14640303;Carmen argmann;Sep 16, 2022
GSM5976676;MSCCR_reGRID_1108_Biopsy_1880, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640304;SRX14640304;Carmen argmann;Sep 16, 2022
GSM5976677;MSCCR_reGRID_1109_Biopsy_1881, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640305;SRX14640305;Carmen argmann;Sep 16, 2022
GSM5976678;MSCCR_reGRID_1109_Biopsy_1882, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640306;SRX14640306;Carmen argmann;Sep 16, 2022
GSM5976679;MSCCR_reGRID_111_Biopsy_223, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640307;SRX14640307;Carmen argmann;Sep 16, 2022
GSM5976680;MSCCR_reGRID_111_Biopsy_224, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640308;SRX14640308;Carmen argmann;Sep 16, 2022
GSM5976681;MSCCR_reGRID_111_Biopsy_225, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640309;SRX14640309;Carmen argmann;Sep 16, 2022
GSM5976682;MSCCR_reGRID_1110_Biopsy_1883, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640310;SRX14640310;Carmen argmann;Sep 16, 2022
GSM5976683;MSCCR_reGRID_1111_Biopsy_1884, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640311;SRX14640311;Carmen argmann;Sep 16, 2022
GSM5976684;MSCCR_reGRID_1111_Biopsy_1885, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640312;SRX14640312;Carmen argmann;Sep 16, 2022
GSM5976685;MSCCR_reGRID_1112_Biopsy_1886, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640313;SRX14640313;Carmen argmann;Sep 16, 2022
GSM5976686;MSCCR_reGRID_1112_Biopsy_1887, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640314;SRX14640314;Carmen argmann;Sep 16, 2022
GSM5976687;MSCCR_reGRID_1113_Biopsy_1888, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640315;SRX14640315;Carmen argmann;Sep 16, 2022
GSM5976688;MSCCR_reGRID_1113_Biopsy_1889, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640316;SRX14640316;Carmen argmann;Sep 16, 2022
GSM5976689;MSCCR_reGRID_1114_Biopsy_1890, UC participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640317;SRX14640317;Carmen argmann;Sep 16, 2022
GSM5976690;MSCCR_reGRID_1114_Biopsy_1891, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640318;SRX14640318;Carmen argmann;Sep 16, 2022
GSM5976691;MSCCR_reGRID_1114_Biopsy_1892, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640319;SRX14640319;Carmen argmann;Sep 16, 2022
