Run;ReleaseDate;LoadDate;spots;bases;spots_with_mates;avgLength;size_MB;AssemblyName;download_path;Experiment;LibraryName;LibraryStrategy;LibrarySelection;LibrarySource;LibraryLayout;InsertSize;InsertDev;Platform;Model;SRAStudy;BioProject;Study_Pubmed_id;ProjectID;Sample;BioSample;SampleType;TaxID;ScientificName;SampleName;g1k_pop_code;source;g1k_analysis_group;Subject_ID;Sex;Disease;Tumor;Affection_Status;Analyte_Type;Histological_Type;Body_Site;CenterName;Submission;dbgap_study_accession;Consent;RunHash;ReadHash
SRR18509383;30/09/2022 10:35;28/03/2022 20:11;36531323;3653132300;0;100;1487;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18509/SRR18509383/SRR18509383.lite.1;SRX14640371;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406390;SAMN27025773;simple;9606;Homo sapiens;GSM5976863;;;;;;;no;;;;;GEO;SRA1356613;;public;074805EE734C0737E13446E0029FD3F0;2DBC69D6BC748E99DC52033E7EB53DBE
SRR18509384;30/09/2022 10:35;28/03/2022 20:21;37832143;3783214300;0;100;1569;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18509/SRR18509384/SRR18509384.lite.1;SRX14640372;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406393;SAMN27025774;simple;9606;Homo sapiens;GSM5976864;;;;;;;no;;;;;GEO;SRA1356613;;public;B7BC73FC3A0C1DB3E5D7E8E3BA792916;62C4F9AB75F9E1E211A81A3E6FA40C8A
SRR18509385;30/09/2022 10:35;28/03/2022 20:17;39527789;3952778900;0;100;1640;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18509/SRR18509385/SRR18509385.lite.1;SRX14640373;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406391;SAMN27025775;simple;9606;Homo sapiens;GSM5976865;;;;;;;no;;;;;GEO;SRA1356613;;public;C71F5306B38E3E10088675AA00448545;0D97021B1F450C1DF94E05F5BBEE6F90
SRR18509386;30/09/2022 10:35;28/03/2022 20:44;39001946;3900194600;0;100;1622;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18509/SRR18509386/SRR18509386.lite.1;SRX14640374;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406392;SAMN27025776;simple;9606;Homo sapiens;GSM5976866;;;;;;;no;;;;;GEO;SRA1356613;;public;CF149FCABDC46779CEA52FDDED8E2412;3D0CE52E05D24711D10099B69A8EBD46
SRR18510411;30/09/2022 10:35;28/03/2022 20:53;38322345;3832234500;0;100;1234;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510411/SRR18510411.lite.1;SRX14640375;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406394;SAMN27025777;simple;9606;Homo sapiens;GSM5976867;;;;;;;no;;;;;GEO;SRA1356613;;public;23BAFE066F3C74605BDB9EF055376169;CDAC2FB205E3368B101C52C389762D02
SRR18510412;30/09/2022 10:35;28/03/2022 20:47;41919605;4191960500;0;100;1362;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510412/SRR18510412.lite.1;SRX14640376;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406395;SAMN27025778;simple;9606;Homo sapiens;GSM5976868;;;;;;;no;;;;;GEO;SRA1356613;;public;ABD5FB891242111B59219524FEE9CA74;DFA482BC2E71F9CF99AEF0562D736BBF
SRR18510413;30/09/2022 10:35;28/03/2022 20:45;29468914;2946891400;0;100;958;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510413/SRR18510413.lite.1;SRX14640377;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406396;SAMN27025779;simple;9606;Homo sapiens;GSM5976869;;;;;;;no;;;;;GEO;SRA1356613;;public;050844445F4BB44B63CF6BF4BC53F9D1;E9579FEC3DF1AAA342FE288649A75909
SRR18510414;30/09/2022 10:35;28/03/2022 20:58;34285258;3428525800;0;100;1359;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510414/SRR18510414.lite.1;SRX14640378;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406398;SAMN27025780;simple;9606;Homo sapiens;GSM5976870;;;;;;;no;;;;;GEO;SRA1356613;;public;33A41BCB1E699E705BA068AA44180B8C;024BC76481E61A000E32B76628FFF6CD
SRR18510415;30/09/2022 10:35;28/03/2022 20:59;82300451;8230045100;0;100;3198;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510415/SRR18510415.lite.1;SRX14640379;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406397;SAMN27025781;simple;9606;Homo sapiens;GSM5976871;;;;;;;no;;;;;GEO;SRA1356613;;public;B6032764386D1AE19AC282C71B15562E;23F2887093357A8C50463846DE6D45E7
SRR18510416;30/09/2022 10:35;28/03/2022 20:50;38637021;3863702100;0;100;1491;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510416/SRR18510416.lite.1;SRX14640380;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406399;SAMN27025782;simple;9606;Homo sapiens;GSM5976872;;;;;;;no;;;;;GEO;SRA1356613;;public;03EC81930B31E7BF62BF23324C4A4291;684FD611B9DE9597089C6AD538B265F6
SRR18510417;30/09/2022 10:35;28/03/2022 20:46;39870665;3987066500;0;100;1290;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18510/SRR18510417/SRR18510417.lite.1;SRX14640381;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406400;SAMN27025783;simple;9606;Homo sapiens;GSM5976873;;;;;;;no;;;;;GEO;SRA1356613;;public;FFC4FB96B77548446A77C96105F2D865;8AC2D2131512547289125E6575138E3E
SRR18510418;30/09/2022 10:35;28/03/2022 20:55;44308133;4430813300;0;100;1439;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510418/SRR18510418.lite.1;SRX14640382;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406401;SAMN27025784;simple;9606;Homo sapiens;GSM5976874;;;;;;;no;;;;;GEO;SRA1356613;;public;F7A6E018B763F44B68E9A72B4E0DE788;CDA27AB71E0AD9A334F2D7599FF7AF59
SRR18510419;30/09/2022 10:35;28/03/2022 20:48;37478066;3747806600;0;100;1634;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510419/SRR18510419.lite.1;SRX14640383;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406403;SAMN27025785;simple;9606;Homo sapiens;GSM5976875;;;;;;;no;;;;;GEO;SRA1356613;;public;BFA73BF6ECAACB8CE3DB8E75E2524BD8;2514B444625E20EC5880443A8B6F7498
SRR18510420;30/09/2022 10:35;28/03/2022 20:43;30455035;3045503500;0;100;1305;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510420/SRR18510420.lite.1;SRX14640384;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406402;SAMN27025786;simple;9606;Homo sapiens;GSM5976876;;;;;;;no;;;;;GEO;SRA1356613;;public;840D7C9AE1657FE03249794A53E013C9;D3520BDC55AE82BFD83D4552460BF6FD
SRR18510421;30/09/2022 10:35;28/03/2022 20:43;35288025;3528802500;0;100;1545;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR018/18510/SRR18510421/SRR18510421.lite.1;SRX14640385;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406404;SAMN27025787;simple;9606;Homo sapiens;GSM5976877;;;;;;;no;;;;;GEO;SRA1356613;;public;0752CE75558F60A027AF12EB32ABDA36;54478218A9215FBC54E85A41D4A88888
SRR18510422;30/09/2022 10:35;28/03/2022 20:48;37245225;3724522500;0;100;1331;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510422/SRR18510422.lite.1;SRX14640386;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406405;SAMN27025788;simple;9606;Homo sapiens;GSM5976878;;;;;;;no;;;;;GEO;SRA1356613;;public;7DC06F3306ACD858A6CA3142EBDE5DAB;C7DCAB053CB9942E54A851B1597ADF8B
SRR18510423;30/09/2022 10:35;28/03/2022 20:57;31457781;3145778100;0;100;1109;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510423/SRR18510423.lite.1;SRX14640387;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406406;SAMN27025789;simple;9606;Homo sapiens;GSM5976879;;;;;;;no;;;;;GEO;SRA1356613;;public;D44DB0F68AAF4C0BC83E25309E341222;711AFA4BE99EC0C22547760184218191
SRR18510424;30/09/2022 10:35;28/03/2022 20:46;32132171;3213217100;0;100;1193;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510424/SRR18510424.lite.1;SRX14640388;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406407;SAMN27025790;simple;9606;Homo sapiens;GSM5976880;;;;;;;no;;;;;GEO;SRA1356613;;public;69D3225E3AC895492FCA7B9D38384E36;BF77BC1B4AA094D8F934376F371EE920
SRR18510425;30/09/2022 10:35;28/03/2022 20:51;35617326;3561732600;0;100;1322;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18510/SRR18510425/SRR18510425.lite.1;SRX14640389;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406408;SAMN27025791;simple;9606;Homo sapiens;GSM5976881;;;;;;;no;;;;;GEO;SRA1356613;;public;E6A56B1A9B6B463674561DEE9F8496F4;58F70C6B6AFE83A1DC75C397F80A61D8
SRR18510426;30/09/2022 10:35;28/03/2022 20:48;46308071;4630807100;0;100;1471;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510426/SRR18510426.lite.1;SRX14640390;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406410;SAMN27025792;simple;9606;Homo sapiens;GSM5976882;;;;;;;no;;;;;GEO;SRA1356613;;public;8F9D07A16578FC7B9CDF6346B46987DB;0252CA378EDAA0ED4B10D7483602BC11
SRR18510427;30/09/2022 10:35;28/03/2022 20:52;43537365;4353736500;0;100;1788;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510427/SRR18510427.lite.1;SRX14640391;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406409;SAMN27025793;simple;9606;Homo sapiens;GSM5976883;;;;;;;no;;;;;GEO;SRA1356613;;public;D5138DBAE866C52C990078AC50A5AC9D;FBF9901916CAE0AB5A31D24B5229138B
SRR18510428;30/09/2022 10:35;28/03/2022 20:50;29750899;2975089900;0;100;1240;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510428/SRR18510428.lite.1;SRX14640392;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406411;SAMN27025794;simple;9606;Homo sapiens;GSM5976884;;;;;;;no;;;;;GEO;SRA1356613;;public;41C0708F0B1675E474F3E5E62DA0CF5B;ED0C9AC6F977EC652DBA26E2D1363674
SRR18510429;30/09/2022 10:35;28/03/2022 20:48;45467571;4546757100;0;100;1696;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510429/SRR18510429.lite.1;SRX14640393;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406412;SAMN27025795;simple;9606;Homo sapiens;GSM5976885;;;;;;;no;;;;;GEO;SRA1356613;;public;AE2B324842502C412CF81382C8B88791;E97252B03FBF5A5AE01FB7F177DB18B3
SRR18510430;30/09/2022 10:35;28/03/2022 20:49;43529912;4352991200;0;100;1624;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510430/SRR18510430.lite.1;SRX14641417;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406737;SAMN27025796;simple;9606;Homo sapiens;GSM5976886;;;;;;;no;;;;;GEO;SRA1356613;;public;42FDB17253299D4D35F3ED44C9ECBF96;090C4564A3931BB1E0E43063758DA965
SRR18510431;30/09/2022 10:35;28/03/2022 20:48;41558984;4155898400;0;100;1600;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510431/SRR18510431.lite.1;SRX14641418;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406739;SAMN27025797;simple;9606;Homo sapiens;GSM5976887;;;;;;;no;;;;;GEO;SRA1356613;;public;A53CBD95DF060F085623F447836410F5;CFA32BE1DBFB8AC713523F56C1F06AB0
SRR18510432;30/09/2022 10:35;28/03/2022 20:41;22483048;2248304800;0;100;928;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510432/SRR18510432.lite.1;SRX14641419;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406738;SAMN27025798;simple;9606;Homo sapiens;GSM5976888;;;;;;;no;;;;;GEO;SRA1356613;;public;FFDB5FC769891B1E459853C3D7328336;A5095D031B0C495EAFBE16A37326154A
SRR18510433;30/09/2022 10:35;28/03/2022 20:46;37042221;3704222100;0;100;1302;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510433/SRR18510433.lite.1;SRX14641420;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406740;SAMN27025799;simple;9606;Homo sapiens;GSM5976889;;;;;;;no;;;;;GEO;SRA1356613;;public;FB95261C1FA500BC2E76B30E11D7708B;AB048A640C1D2BD967FD7B349705EE66
SRR18510434;30/09/2022 10:35;28/03/2022 20:49;46355105;4635510500;0;100;1422;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510434/SRR18510434.lite.1;SRX14641421;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406741;SAMN27025800;simple;9606;Homo sapiens;GSM5976890;;;;;;;no;;;;;GEO;SRA1356613;;public;4077D123A04E1D5A182B26B7B90C0808;C9EA95C78C559645A5478A7BE5B07096
SRR18510435;30/09/2022 10:35;28/03/2022 20:54;42559611;4255961100;0;100;1311;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510435/SRR18510435.lite.1;SRX14641422;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406742;SAMN27025801;simple;9606;Homo sapiens;GSM5976891;;;;;;;no;;;;;GEO;SRA1356613;;public;23D48043B48290B00A2F9A6AEB61DEC0;176045FC528C55F3B7EE05A269650543
SRR18510436;30/09/2022 10:35;28/03/2022 20:52;37652863;3765286300;0;100;1653;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510436/SRR18510436.lite.1;SRX14641423;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406743;SAMN27025802;simple;9606;Homo sapiens;GSM5976892;;;;;;;no;;;;;GEO;SRA1356613;;public;91CC7216D52064B33B74F5F300F623AD;A681BC900C395AF470514577A6C04891
SRR18510437;30/09/2022 10:35;28/03/2022 20:47;36305894;3630589400;0;100;1598;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR018/18510/SRR18510437/SRR18510437.lite.1;SRX14641424;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406744;SAMN27025803;simple;9606;Homo sapiens;GSM5976893;;;;;;;no;;;;;GEO;SRA1356613;;public;359FA805204D2BF7A4B1439DEA9F8600;F0DDD0BFEDDF7A05C826EE5A76E0E8C6
SRR18510438;30/09/2022 10:35;28/03/2022 20:59;34598859;3459885900;0;100;1528;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510438/SRR18510438.lite.1;SRX14641425;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406745;SAMN27025804;simple;9606;Homo sapiens;GSM5976894;;;;;;;no;;;;;GEO;SRA1356613;;public;544035449581AD1B79D8DC9626CDA47B;741D9CE334A549D024E324A597316A26
SRR18510439;30/09/2022 10:35;28/03/2022 20:47;38542650;3854265000;0;100;1587;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510439/SRR18510439.lite.1;SRX14641426;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406747;SAMN27025805;simple;9606;Homo sapiens;GSM5976895;;;;;;;no;;;;;GEO;SRA1356613;;public;AFA9D20E5B9EBD81321318549D52F185;9863509CA10F18DFE0AC7501F0185C0E
SRR18510440;30/09/2022 10:35;28/03/2022 20:48;39750883;3975088300;0;100;1633;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510440/SRR18510440.lite.1;SRX14641427;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406748;SAMN27025806;simple;9606;Homo sapiens;GSM5976896;;;;;;;no;;;;;GEO;SRA1356613;;public;04CA1AF9219FD8B02DCF34282E2CCCCF;1259E29656DAB2DB3E13C0E23749808C
SRR18510441;30/09/2022 10:35;28/03/2022 20:43;29570146;2957014600;0;100;1075;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510441/SRR18510441.lite.1;SRX14641428;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406746;SAMN27025807;simple;9606;Homo sapiens;GSM5976897;;;;;;;no;;;;;GEO;SRA1356613;;public;C33F9C8B5E1F90B9433795B0B5FEAB83;70BAE46446AE98CBB06979E49684B2C5
SRR18510442;30/09/2022 10:35;28/03/2022 20:55;37109303;3710930300;0;100;1343;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR018/18510/SRR18510442/SRR18510442.lite.1;SRX14641429;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406749;SAMN27025808;simple;9606;Homo sapiens;GSM5976898;;;;;;;no;;;;;GEO;SRA1356613;;public;177F8D3A347D37A9684524D2B1C2F491;12EC06DF8BC4EB3EF2E121224A4DF27B
SRR18510443;30/09/2022 10:35;28/03/2022 20:47;36044883;3604488300;0;100;1298;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510443/SRR18510443.lite.1;SRX14641430;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406750;SAMN27025809;simple;9606;Homo sapiens;GSM5976899;;;;;;;no;;;;;GEO;SRA1356613;;public;1C7D790AF29724396016261C979F63FD;B4D1E20D059214DDA3BAE37F322718F0
SRR18510444;30/09/2022 10:35;28/03/2022 20:50;42422262;4242226200;0;100;1439;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510444/SRR18510444.lite.1;SRX14641431;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406751;SAMN27025900;simple;9606;Homo sapiens;GSM5976900;;;;;;;no;;;;;GEO;SRA1356613;;public;9D142EAA17180125E46D70D8BBC09FF1;06C5537A99B94514A3E1618E6AA8DC58
SRR18510445;30/09/2022 10:35;28/03/2022 20:59;42546441;4254644100;0;100;1441;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510445/SRR18510445.lite.1;SRX14641432;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406753;SAMN27025901;simple;9606;Homo sapiens;GSM5976901;;;;;;;no;;;;;GEO;SRA1356613;;public;5B91856CCC51A857E53F348B496B5DC2;D9EBBC151F24717FAF6BCA5420ABA602
SRR18510446;30/09/2022 10:35;28/03/2022 20:53;45346869;4534686900;0;100;1540;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510446/SRR18510446.lite.1;SRX14641433;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406752;SAMN27025902;simple;9606;Homo sapiens;GSM5976902;;;;;;;no;;;;;GEO;SRA1356613;;public;22F8F5B933B4FD9F341A27D6AE919E21;FB7C3D88CC00FF1E599642479F7ABCC0
SRR18510447;30/09/2022 10:35;28/03/2022 20:44;28832686;2883268600;0;100;1047;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR018/18510/SRR18510447/SRR18510447.lite.1;SRX14641434;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406755;SAMN27025903;simple;9606;Homo sapiens;GSM5976903;;;;;;;no;;;;;GEO;SRA1356613;;public;0D23CD9CE2BF443B72BC79566903E962;194D10E5CB5D42E9E0CF4E0842F2F332
SRR18510448;30/09/2022 10:35;28/03/2022 20:48;40341712;4034171200;0;100;1311;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18510/SRR18510448/SRR18510448.lite.1;SRX14641435;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406754;SAMN27025904;simple;9606;Homo sapiens;GSM5976904;;;;;;;no;;;;;GEO;SRA1356613;;public;F4FD3CA11EAB446061C3A99797C805CA;1BFEDB78A0773473C096E04C9643C160
SRR18510449;30/09/2022 10:35;28/03/2022 20:57;58901392;5890139200;0;100;2019;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18510/SRR18510449/SRR18510449.lite.1;SRX14641436;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406756;SAMN27025905;simple;9606;Homo sapiens;GSM5976905;;;;;;;no;;;;;GEO;SRA1356613;;public;24DF8271CB569D52BC6E85AF4076B86F;365870C6D3C5FB81228AD1C1C66E2706
SRR18510450;30/09/2022 10:35;28/03/2022 20:56;61854799;6185479900;0;100;2356;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR018/18510/SRR18510450/SRR18510450.lite.1;SRX14641437;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2500;SRP354989;PRJNA797175;3;797175;SRS12406757;SAMN27025906;simple;9606;Homo sapiens;GSM5976906;;;;;;;no;;;;;GEO;SRA1356613;;public;330BF0D8F6F697E763E810EA70BFFD75;D6AF54FCDD44803F25A5CA6B54AFA877
