name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Blautia argi	1912897	S	59	15	74	0.00001
Blautia liquoris	2779518	S	40	1	41	0.00000
Agathobacter rectalis	39491	S	10906	4602	15508	0.00171
Anaerostipes hadrus	649756	S	7683	1413	9096	0.00100
Anaerostipes sp. PC18	3036926	S	49	7	56	0.00001
Anaerostipes rhamnosivorans	1229621	S	21	2	23	0.00000
Anaerostipes caccae	105841	S	18	2	20	0.00000
[Ruminococcus] torques	33039	S	6222	1320	7542	0.00083
Mediterraneibacter gnavus	33038	S	928	355	1283	0.00014
[Ruminococcus] lactaris	46228	S	499	79	578	0.00006
Coprococcus comes	410072	S	3073	1595	4668	0.00052
Coprococcus catus	116085	S	891	299	1190	0.00013
Coprococcus eutactus	33043	S	149	53	202	0.00002
Coprococcus sp. ART55/1	751585	S	118	43	161	0.00002
Enterocloster bolteae	208479	S	1763	274	2037	0.00022
Enterocloster asparagiformis	333367	S	1361	39	1400	0.00015
Enterocloster clostridioformis	1531	S	529	124	653	0.00007
Simiaoa sunii	2763672	S	3144	952	4096	0.00045
[Clostridium] scindens	29347	S	1067	148	1215	0.00013
[Clostridium] symbiosum	1512	S	340	57	397	0.00004
Lachnoclostridium phocaeense	1871021	S	166	64	230	0.00003
[Clostridium] hylemonae	89153	S	55	7	62	0.00001
Lachnoclostridium phytofermentans	66219	S	18	0	18	0.00000
Wansuia hejianensis	2763667	S	1197	73	1270	0.00014
Hungatella hathewayi	154046	S	870	147	1017	0.00011
Dorea longicatena	88431	S	597	283	880	0.00010
Dorea formicigenerans	39486	S	208	126	334	0.00004
Butyrivibrio crossotus	45851	S	546	129	675	0.00007
Butyrivibrio fibrisolvens	831	S	86	13	99	0.00001
Butyrivibrio hungatei	185008	S	34	14	48	0.00001
Butyrivibrio proteoclasticus	43305	S	33	15	48	0.00001
Sellimonas intestinalis	1653434	S	577	52	629	0.00007
Anaerobutyricum hallii	39488	S	473	110	583	0.00006
Qiania dongpingensis	2763669	S	185	15	200	0.00002
Wujia chipingensis	2763670	S	163	53	216	0.00002
Marvinbryantia formatexigens	168384	S	153	4	157	0.00002
Claveliimonas bilis	3028070	S	149	18	167	0.00002
Lacrimispora xylanisolvens	384636	S	29	2	31	0.00000
Lacrimispora saccharolytica	84030	S	25	5	30	0.00000
Lacrimispora sp. BS-2	3151850	S	17	4	21	0.00000
Lacrimispora xylanolytica	29375	S	12	1	13	0.00000
Lacrimispora sphenoides	29370	S	11	2	13	0.00000
Anaerocolumna sp. AGMB13025	3039116	S	22	2	24	0.00000
Anaerocolumna sp. AGMB13020	3081750	S	13	1	14	0.00000
Anaerocolumna sp. MB42-C2	3070997	S	11	3	14	0.00000
Anaerocolumna cellulosilytica	433286	S	19	2	21	0.00000
Anaerocolumna chitinilytica	1727145	S	13	1	14	0.00000
Anaerocolumna sedimenticola	2696063	S	11	3	14	0.00000
Chordicoccus furentiruminis	2709410	S	61	2	63	0.00001
Lachnoanaerobaculum gingivalis	2490855	S	29	3	32	0.00000
Lachnoanaerobaculum umeaense	617123	S	25	2	27	0.00000
Pseudobutyrivibrio xylanivorans	185007	S	54	0	54	0.00001
Novisyntrophococcus fermenticellae	2068655	S	49	2	51	0.00001
Kineothrix sp. IPX-CK	3123317	S	24	4	28	0.00000
Kineothrix sp. MB12-C1	3070215	S	17	2	19	0.00000
Anaeromicropila herbilytica	2785025	S	43	0	43	0.00000
Stomatobaculum sp. F0698	3059030	S	21	0	21	0.00000
Herbinix luporum	1679721	S	13	2	15	0.00000
Clostridioides difficile	1496	S	837	95	932	0.00010
Intestinibacter bartlettii	261299	S	562	51	613	0.00007
Emergencia timonensis	1776384	S	300	37	337	0.00004
Emergencia sp. JLR.KK010	3114296	S	47	5	52	0.00001
Aminipila luticellarii	2507160	S	19	2	21	0.00000
Aminipila terrae	2697030	S	11	1	12	0.00000
Monoglobus pectinilyticus	1981510	S	686	61	747	0.00008
Christensenella massiliensis	1805714	S	137	16	153	0.00002
Christensenella minuta	626937	S	42	3	45	0.00000
Streptococcus sp. LPB0220	2610896	S	10	32	42	0.00000
Streptococcus sp. FSL K6-1323	2954513	S	10	207	217	0.00002
Streptococcus parasanguinis	1318	S	43	83	126	0.00001
Streptococcus intermedius	1338	S	14	13	27	0.00000
Streptococcus salivarius	1304	S	20	88	108	0.00001
Streptococcus pneumoniae	1313	S	14	17	31	0.00000
Streptococcus oralis	1303	S	13	28	41	0.00000
Streptococcus sanguinis	1305	S	13	9	22	0.00000
Streptococcus suis	1307	S	11	11	22	0.00000
Streptococcus porcinus	1340	S	10	2	12	0.00000
Lactococcus cremoris	1359	S	12	30	42	0.00000
Enterococcus faecium	1352	S	150	246	396	0.00004
Enterococcus durans	53345	S	46	16	62	0.00001
Enterococcus cecorum	44008	S	33	4	37	0.00000
Weissella confusa	1583	S	74	15	89	0.00001
Ligilactobacillus ruminis	1623	S	34	6	40	0.00000
Granulicatella adiacens	46124	S	12	1	13	0.00000
Saccharibacillus brassicae	2583377	S	14	54	68	0.00001
Gemella morbillorum	29391	S	143	196	339	0.00004
Thomasclavelia ramosa	1547	S	1392	89	1481	0.00016
Erysipelatoclostridium sp. An173	1965571	S	228	7	235	0.00003
Thomasclavelia spiroformis	29348	S	24	0	24	0.00000
Catenibacterium mitsuokai	100886	S	15	1	16	0.00000
Catenibacterium sp. co_0103	2478954	S	13	3	16	0.00000
Faecalibacillus intestinalis	1982626	S	29	3	32	0.00000
Longicatena caecimuris	1796635	S	323	67	390	0.00004
Amedibacterium intestinale	2583452	S	47	10	57	0.00001
Intestinibaculum porci	2487118	S	30	0	30	0.00000
Allocoprobacillus halotolerans	2944914	S	16	0	16	0.00000
Solobacterium moorei	102148	S	12	2	14	0.00000
Faecalibaculum rodentium	1702221	S	12	0	12	0.00000
Turicibacter bilis	2735723	S	71	143	214	0.00002
Turicibacter sanguinis	154288	S	27	0	27	0.00000
Veillonella parvula	29466	S	331	35	366	0.00004
Veillonella atypica	39777	S	97	8	105	0.00001
Veillonella rogosae	423477	S	21	5	26	0.00000
Veillonella sp. S12025-13	2682455	S	17	17	34	0.00000
Veillonella nakazawae	2682456	S	14	16	30	0.00000
Dialister pneumosintes	39950	S	188	53	241	0.00003
Dialister succinatiphilus	487173	S	28	15	43	0.00000
Megasphaera elsdenii	907	S	21	9	30	0.00000
Megasphaera stantonii	2144175	S	18	3	21	0.00000
Selenomonas sp. oral taxon 126	712528	S	11	12	23	0.00000
Selenomonas sp. TAMA-11512	3095337	S	11	3	14	0.00000
Selenomonas sputigena	69823	S	25	1	26	0.00000
Selenomonas dianae	135079	S	14	6	20	0.00000
Selenomonas ruminantium	971	S	12	0	12	0.00000
Megamonas hypermegale	158847	S	12	1	13	0.00000
Anaerococcus vaginalis	33037	S	19	23	42	0.00000
Murdochiella vaginalis	1852373	S	40	7	47	0.00001
Peptoniphilus genitalis	3036303	S	21	5	26	0.00000
Bifidobacterium adolescentis	1680	S	970	2289	3259	0.00036
Bifidobacterium longum	216816	S	93	301	394	0.00004
Bifidobacterium faecale	1454229	S	34	294	328	0.00004
Bifidobacterium breve	1685	S	26	33	59	0.00001
Bifidobacterium sp. ESL0790	2983233	S	10	9	19	0.00000
Bifidobacterium catenulatum	1686	S	12	6	18	0.00000
Bifidobacterium pseudocatenulatum	28026	S	10	5	15	0.00000
Rothia mucilaginosa	43675	S	32	76	108	0.00001
Schaalia odontolytica	1660	S	44	46	90	0.00001
Schaalia sp. HMT-172	3059028	S	24	30	54	0.00001
Schaalia turicensis	131111	S	10	15	25	0.00000
Actinomyces pacaensis	1852377	S	16	10	26	0.00000
Cutibacterium acnes	1747	S	19	23	42	0.00000
Collinsella aerofaciens	74426	S	2045	430	2475	0.00027
Collinsella stercoris	147206	S	13	0	13	0.00000
Parolsenella massiliensis	1871022	S	22	7	29	0.00000
Olsenella timonensis	1805478	S	14	17	31	0.00000
Thermophilibacter mediterraneus	1871031	S	13	11	24	0.00000
Parafannyhessea umbonata	604330	S	14	6	20	0.00000
Adlercreutzia equolifaciens	446660	S	117	43	160	0.00002
Adlercreutzia hattorii	2707299	S	24	18	42	0.00000
Eggerthella lenta	84112	S	131	35	166	0.00002
Gordonibacter urolithinfaciens	1335613	S	30	11	41	0.00000
Berryella intestinalis	1531429	S	13	8	21	0.00000
Slackia heliotrinireducens	84110	S	12	0	12	0.00000
Arabiibacter massiliensis	1870985	S	10	0	10	0.00000
Dehalococcoides mccartyi	61435	S	11	1	12	0.00000
Escherichia coli	562	S	1245	29296	30541	0.00337
Enterobacter hormaechei	158836	S	22	362	384	0.00004
Klebsiella pneumoniae	573	S	25	439	464	0.00005
Klebsiella aerogenes	548	S	11	5	16	0.00000
Salmonella enterica	28901	S	18	720	738	0.00008
Buchnera aphidicola	9	S	10	0	10	0.00000
Haemophilus parainfluenzae	729	S	401	71	472	0.00005
Aggregatibacter aphrophilus	732	S	110	35	145	0.00002
Gallibacterium salpingitidis	505341	S	10	0	10	0.00000
Aeromonas veronii	654	S	10	25	35	0.00000
Oxalobacter formigenes	847	S	1267	312	1579	0.00017
Oxalobacter aliiformigenes	2946593	S	15	5	20	0.00000
Eikenella corrodens	539	S	19	11	30	0.00000
uncultured Cohaesibacter sp.	1002546	S	15	128	143	0.00002
Sphingobium baderi	1332080	S	12	345	357	0.00004
Komagataeibacter oboediens	65958	S	13	43	56	0.00001
Commensalibacter melissae	2070537	S	10	8	18	0.00000
Candidatus Tisiphia endosymbiont of Metellina segmentata	3066274	S	19	5	24	0.00000
Treponema pedis	409322	S	165	130	295	0.00003
Treponema peruense	2787628	S	19	5	24	0.00000
Treponema denticola	158	S	12	177	189	0.00002
Akkermansia muciniphila	239935	S	314	0	314	0.00003
Akkermansia biwaensis	2946555	S	14	70	84	0.00001
Luteolibacter sp. SL250	2995170	S	10	3	13	0.00000
Fusobacterium polymorphum	76857	S	67	63	130	0.00001
Campylobacter coli	195	S	11	27	38	0.00000
Sorangium cellulosum	56	S	12	6	18	0.00000
Pyramidobacter piscolens	638849	S	14	24	38	0.00000
uncultured Dethiosulfovibrio sp.	185448	S	10	0	10	0.00000
Candidatus Nanosynbacter sp. HMT-352	2899133	S	15	9	24	0.00000
Homo sapiens	9606	S	6758	762	7520	0.00083
Blohavirus americanus	2955510	S	4740	1753	6493	0.00072
Blohavirus faecalis	2955511	S	1493	610	2103	0.00023
Buchavirus copri	2955549	S	11	12	23	0.00000
Birpovirus hiberniae	2955498	S	381	148	529	0.00006
Birpovirus hominis	2955499	S	317	110	427	0.00005
Aurodevirus hiberniae	2955382	S	12	0	12	0.00000
Aurodevirus intestinalis	2955384	S	10	6	16	0.00000
Kingevirus communis	2956060	S	2006	0	2006	0.00022
Jahgtovirus gastrointestinalis	2955995	S	625	245	870	0.00010
Jahgtovirus intestinihominis	2955997	S	133	65	198	0.00002
Jahgtovirus secundus	2955998	S	75	15	90	0.00001
