name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Flavobacterium sp. N1719	2885633	S	23	11	34	0.00000
Flavobacterium sp. N2270	2986831	S	21	28	49	0.00000
Flavobacterium sp. KBS0721	1179672	S	16	44	60	0.00001
Flavobacterium sp. ZE23DGlu08	3059026	S	16	60	76	0.00001
Flavobacterium sp. IMCC34852	2732161	S	13	17	30	0.00000
Flavobacterium sp. N3904	2986835	S	12	14	26	0.00000
Flavobacterium sp. NG2	3097547	S	11	9	20	0.00000
Flavobacterium eburneipallidum	3003263	S	32	25	57	0.00001
Flavobacterium sediminis	2201181	S	28	346	374	0.00004
Flavobacterium ardleyense	2038737	S	23	18	41	0.00000
uncultured Flavobacterium sp.	165435	S	22	36	58	0.00001
Flavobacterium alkalisoli	2602769	S	22	11	33	0.00000
Flavobacterium album	2175091	S	18	7	25	0.00000
Flavobacterium ovatum	1928857	S	17	18	35	0.00000
Flavobacterium gyeonganense	1310418	S	17	53	70	0.00001
Flavobacterium anhuiense	459526	S	17	44	61	0.00001
Flavobacterium nackdongense	2547394	S	17	8	25	0.00000
Flavobacterium azooxidireducens	1871076	S	15	8	23	0.00000
Flavobacterium crassostreae	1763534	S	13	17	30	0.00000
Flavobacterium johnsoniae	986	S	12	100	112	0.00001
Flavobacterium humidisoli	2937442	S	12	33	45	0.00000
Flavobacterium marginilacus	3003256	S	12	10	22	0.00000
Flavobacterium inviolabile	2748320	S	11	13	24	0.00000
Flavobacterium gilvum	1492737	S	11	9	20	0.00000
Flavobacterium ammoniigenes	1751095	S	11	14	25	0.00000
Flavobacterium cerinum	2502784	S	10	12	22	0.00000
Flavobacterium nitrogenifigens	1617283	S	10	71	81	0.00001
Capnocytophaga sp. H4358	1945658	S	12	34	46	0.00000
Capnocytophaga sp. FDAARGOS_737	2545799	S	12	30	42	0.00000
Capnocytophaga sp. oral taxon 878	1316596	S	10	20	30	0.00000
Capnocytophaga haemolytica	45243	S	22	7	29	0.00000
Capnocytophaga sputigena	1019	S	18	31	49	0.00000
Capnocytophaga gingivalis	1017	S	15	7	22	0.00000
Capnocytophaga stomatis	1848904	S	14	12	26	0.00000
Polaribacter tangerinus	1920034	S	19	64	83	0.00001
Maribacter halichondriae	2980554	S	20	8	28	0.00000
Maribacter litopenaei	2976127	S	19	30	49	0.00000
Maribacter cobaltidurans	1178778	S	12	153	165	0.00002
Flagellimonas sp. HMM57	2905121	S	20	8	28	0.00000
Flagellimonas sp. CMM7	2654676	S	16	7	23	0.00000
Flagellimonas lutaonensis	516051	S	12	66	78	0.00001
Christiangramia fulva	2126553	S	22	25	47	0.00000
Gramella sp. MT6	2705471	S	10	11	21	0.00000
Christiangramia salexigens	1913577	S	10	10	20	0.00000
Nonlabens dokdonensis	328515	S	22	51	73	0.00001
Zunongwangia sp. HGR-M22	3015168	S	15	20	35	0.00000
Zunongwangia profunda	398743	S	17	262	279	0.00003
Aquimarina sp. AD10	1714849	S	21	16	37	0.00000
Aquimarina sp. ERC-38	2949996	S	14	4	18	0.00000
Zobellia alginiliquefaciens	3032586	S	16	24	40	0.00000
Zobellia galactanivorans	63186	S	10	11	21	0.00000
Formosa sp. Hel1_33_131	1336794	S	13	12	25	0.00000
Aequorivita sp. H23M31	2494375	S	20	12	32	0.00000
Robiginitalea biformata	252307	S	31	6	37	0.00000
Mangrovimonas sp. YM274	3070660	S	29	44	73	0.00001
Muriicola soli	2507538	S	27	12	39	0.00000
Seonamhaeicola sp. ML3	2937786	S	17	16	33	0.00000
Muricauda sp. SCSIO 64092	2908842	S	18	4	22	0.00000
Mariniflexile litorale	3045158	S	11	16	27	0.00000
Salinimicrobium tongyeongense	2809707	S	12	16	28	0.00000
Salinimicrobium sp. 3283s	3114359	S	10	27	37	0.00000
Pseudalgibacter alginicilyticus	1736674	S	20	81	101	0.00001
Tamlana carrageenivorans	2069432	S	16	35	51	0.00000
Kordia sp. SMS9	2282170	S	15	5	20	0.00000
Antarcticibacterium arcticum	2585771	S	17	25	42	0.00000
Lacinutrix neustonica	2980107	S	10	67	77	0.00001
Siansivirga zeaxanthinifaciens	762954	S	17	50	67	0.00001
Leeuwenhoekiella sp. ZYFB001	2719912	S	10	36	46	0.00000
Sinomicrobium kalidii	2900738	S	14	3	17	0.00000
Pukyongia salina	2094025	S	14	11	25	0.00000
Lutimonas zeaxanthinifaciens	3060215	S	12	3	15	0.00000
Sediminicola sp. YIK13	1453352	S	11	9	20	0.00000
Chryseobacterium sp. MEBOG07	2879939	S	46	37	83	0.00001
Chryseobacterium sp. ZHDP1	2838877	S	31	86	117	0.00001
Chryseobacterium sp. 3008163	2478663	S	28	25	53	0.00001
Chryseobacterium sp. CY350	2997336	S	16	10	26	0.00000
Chryseobacterium sp. G0162	2487063	S	14	52	66	0.00001
Chryseobacterium sp. MA9	2966625	S	13	18	31	0.00000
Chryseobacterium sp. G0186	2487064	S	10	32	42	0.00000
Chryseobacterium arthrosphaerae	651561	S	23	26	49	0.00000
Chryseobacterium glaciei	1685010	S	22	19	41	0.00000
Chryseobacterium indologenes	253	S	19	25	44	0.00000
Chryseobacterium fluminis	2983606	S	19	16	35	0.00000
Chryseobacterium taklimakanense	536441	S	18	21	39	0.00000
Chryseobacterium carnipullorum	1124835	S	18	26	44	0.00000
Chryseobacterium scophthalmum	59733	S	15	19	34	0.00000
Chryseobacterium salivictor	2547600	S	14	25	39	0.00000
Chryseobacterium gleum	250	S	13	49	62	0.00001
Chryseobacterium oryzae	2929799	S	13	20	33	0.00000
Chryseobacterium gambrini	373672	S	12	23	35	0.00000
Chryseobacterium capnotolerans	2759528	S	11	18	29	0.00000
Chryseobacterium camelliae	1265445	S	10	8	18	0.00000
Candidatus Kaistella beijingensis	2820270	S	23	27	50	0.00000
Kaistella sp. 97-N-M2	2908645	S	18	11	29	0.00000
Kaistella antarctica	266748	S	12	5	17	0.00000
Epilithonimonas vandammei	2487072	S	19	176	195	0.00002
Cruoricaptor ignavus	1118202	S	193	86	279	0.00003
Elizabethkingia anophelis	1117645	S	15	67	82	0.00001
Elizabethkingia meningoseptica	238	S	10	4	14	0.00000
Ornithobacterium rhinotracheale	28251	S	29	13	42	0.00000
Empedobacter brevis	247	S	19	79	98	0.00001
Riemerella anatipestifer	34085	S	23	14	37	0.00000
Blattabacterium cuenoti	1653831	S	23	14	37	0.00000
Croceimicrobium hydrocarbonivorans	2761580	S	14	0	14	0.00000
Owenweeksia hongkongensis	253245	S	12	0	12	0.00000
Fluviicola taffensis	191579	S	12	6	18	0.00000
Sanyastnella coralliicola	3069118	S	15	0	15	0.00000
Parvicella tangerina	2829795	S	10	1	11	0.00000
Hymenobacter sp. GOD-10R	3093922	S	15	17	32	0.00000
Hymenobacter sp. YIM 151858-1	2987688	S	11	55	66	0.00001
Hymenobacter sp. BRD128	2675878	S	10	19	29	0.00000
Hymenobacter sedentarius	1411621	S	17	42	59	0.00001
Hymenobacter aerilatus	2932251	S	15	117	132	0.00001
Hymenobacter qilianensis	1385715	S	10	43	53	0.00001
Rufibacter tibetensis	512763	S	99	49	148	0.00001
Rufibacter radiotolerans	1379910	S	25	7	32	0.00000
Pontibacter sp. SGAir0037	2571030	S	17	10	27	0.00000
Pontibacter sp. G13	3074898	S	14	0	14	0.00000
Pontibacter actiniarum	323450	S	26	13	39	0.00000
Pontibacter russatus	2694929	S	14	2	16	0.00000
Pontibacter korlensis	400092	S	12	3	15	0.00000
Pontibacter akesuensis	388950	S	10	5	15	0.00000
Adhaeribacter radiodurans	2745197	S	13	3	16	0.00000
Dyadobacter sandarakinus	2747268	S	36	11	47	0.00000
Dyadobacter fermentans	94254	S	32	10	42	0.00000
Dyadobacter sp. NIV53	2861765	S	17	3	20	0.00000
Dyadobacter sp. 676	3088362	S	10	2	12	0.00000
Tellurirhabdus rosea	2674997	S	20	9	29	0.00000
Tellurirhabdus bombi	2907205	S	13	4	17	0.00000
Larkinella insperata	332158	S	10	1	11	0.00000
Algoriphagus sp. Y33	2772483	S	13	27	40	0.00000
Algoriphagus sp. NBT04N3	2705473	S	10	12	22	0.00000
Algoriphagus machipongonensis	388413	S	11	2	13	0.00000
Echinicola strongylocentroti	1795355	S	25	9	34	0.00000
Echinicola marina	2859768	S	10	17	27	0.00000
Cyclobacterium amurskyense	320787	S	16	3	19	0.00000
Belliella baltica	232259	S	15	14	29	0.00000
Spirosoma sp. KUDC1026	2745947	S	11	2	13	0.00000
Spirosoma aureum	2692134	S	18	15	33	0.00000
Spirosoma aerolatum	1211326	S	13	1	14	0.00000
Spirosoma montaniterrae	1178516	S	12	1	13	0.00000
Spirosoma taeanense	2735870	S	11	3	14	0.00000
Spirosoma rhododendri	2728024	S	10	1	11	0.00000
Rhodocytophaga rosea	2704465	S	17	1	18	0.00000
Cytophaga hutchinsonii	985	S	13	4	17	0.00000
Emticicia sp. 21SJ11W-3	2916755	S	32	2	34	0.00000
Arcticibacterium luteifluviistationis	1784714	S	36	3	39	0.00000
Leadbetterella byssophila	316068	S	30	8	38	0.00000
Flammeovirga yaeyamensis	367791	S	21	25	46	0.00000
Flammeovirga kamogawensis	373891	S	14	8	22	0.00000
Chondrinema litorale	2994555	S	19	13	32	0.00000
Catalinimonas niigatensis	1397264	S	36	4	40	0.00000
Persicobacter psychrovividus	387638	S	20	7	27	0.00000
Fulvitalea axinellae	1182444	S	16	3	19	0.00000
Chryseolinea soli	2321403	S	17	1	18	0.00000
Marivirga salinae	3059078	S	19	6	25	0.00000
Marivirga arenosa	3059076	S	11	4	15	0.00000
Reichenbachiella agarivorans	2979464	S	10	2	12	0.00000
Mangrovivirga cuniculi	2715131	S	11	2	13	0.00000
Sphingobacterium sp. SRCM116780	2907623	S	31	8	39	0.00000
Sphingobacterium sp. SYP-B4668	2996035	S	28	5	33	0.00000
Sphingobacterium sp. WM	3031802	S	27	7	34	0.00000
Sphingobacterium sp. DR205	2713573	S	24	27	51	0.00000
Sphingobacterium sp. R2	3112958	S	18	22	40	0.00000
Sphingobacterium sp. UDSM-2020	2795738	S	12	4	16	0.00000
Sphingobacterium spiritivorum	258	S	60	11	71	0.00001
Sphingobacterium thalpophilum	259	S	24	35	59	0.00001
Sphingobacterium psychroaquaticum	561061	S	21	3	24	0.00000
Sphingobacterium daejeonense	371142	S	17	3	20	0.00000
Sphingobacterium bambusae	662858	S	17	1	18	0.00000
Sphingobacterium multivorum	28454	S	13	44	57	0.00001
Mucilaginibacter sp. KACC 22063	3025666	S	38	3	41	0.00000
Mucilaginibacter sp. 5C4	3048589	S	27	5	32	0.00000
Mucilaginibacter sp. CSA2-8R	3141542	S	24	4	28	0.00000
Mucilaginibacter gotjawali	1550579	S	28	1	29	0.00000
Mucilaginibacter daejeonensis	398049	S	24	2	26	0.00000
Mucilaginibacter gossypii	551996	S	20	118	138	0.00001
Mucilaginibacter jinjuensis	1176721	S	18	0	18	0.00000
Mucilaginibacter robiniae	2728022	S	12	2	14	0.00000
Mucilaginibacter mallensis	652787	S	11	0	11	0.00000
Mucilaginibacter celer	2305508	S	10	0	10	0.00000
Pedobacter sp. G11	2482728	S	22	6	28	0.00000
Pedobacter sp. HDW13	2714940	S	17	5	22	0.00000
Pedobacter sp. FW305-3-2-15-E-R2A2	3140251	S	16	5	21	0.00000
Pedobacter steynii	430522	S	25	7	32	0.00000
Pedobacter schmidteae	2201271	S	21	2	23	0.00000
Pedobacter heparinus	984	S	14	2	16	0.00000
Pedobacter roseus	336820	S	13	7	20	0.00000
Pedobacter riviphilus	2766984	S	12	4	16	0.00000
Olivibacter sp. SDN3	2764720	S	31	2	33	0.00000
Olivibacter sp. LS-1	2592345	S	13	0	13	0.00000
Anseongella ginsenosidimutans	496056	S	29	0	29	0.00000
Solitalea canadensis	995	S	15	1	16	0.00000
Solitalea lacus	2911172	S	11	0	11	0.00000
Pseudopedobacter saltans	151895	S	12	4	16	0.00000
Aurantibacillus circumpalustris	3036359	S	12	0	12	0.00000
Chitinophaga sp. HK235	2952571	S	30	19	49	0.00000
Chitinophaga sp. LS1	3051176	S	13	24	37	0.00000
Chitinophaga agri	2703787	S	48	15	63	0.00001
Chitinophaga sancti	1004	S	47	35	82	0.00001
Chitinophaga oryzae	2725414	S	33	6	39	0.00000
Chitinophaga niabensis	536979	S	31	3	34	0.00000
Chitinophaga pollutisoli	3133966	S	31	12	43	0.00000
Chitinophaga caeni	2029983	S	27	2	29	0.00000
Chitinophaga horti	2920382	S	26	4	30	0.00000
Chitinophaga caseinilytica	2267521	S	13	2	15	0.00000
Niastella koreensis	354356	S	44	10	54	0.00001
Arachidicoccus soli	2341117	S	13	1	14	0.00000
Arachidicoccus sp. BS20	1850526	S	13	0	13	0.00000
Arachidicoccus ginsenosidivorans	496057	S	10	1	11	0.00000
Niabella ginsenosidivorans	1176587	S	19	2	21	0.00000
Niabella yanshanensis	577386	S	13	1	14	0.00000
Phnomibacter ginsenosidimutans	2676868	S	32	7	39	0.00000
Sediminibacterium sp. KACHI17	1751071	S	23	3	26	0.00000
Filimonas lacunae	477680	S	28	6	34	0.00000
Flavisolibacter tropicus	1492898	S	18	4	22	0.00000
Paraflavitalea speifideaquila	3076558	S	11	2	13	0.00000
Lacibacter sediminis	2760713	S	16	1	17	0.00000
Pseudobacter ginsenosidimutans	661488	S	14	3	17	0.00000
Panacibacter ginsenosidivorans	1813871	S	10	0	10	0.00000
Candidatus Sulfidibacterium hydrothermale	2875962	S	59	0	59	0.00001
Lewinella sp. LCG006	3231911	S	12	0	12	0.00000
Chlorobium phaeovibrioides	1094	S	10	2	12	0.00000
Prosthecochloris sp. SCSIO W1103	2992244	S	14	0	14	0.00000
Prosthecochloris sp. HL-130-GSB	1974213	S	11	1	12	0.00000
Rhodothermus marinus	29549	S	11	2	13	0.00000
Cyclonatronum proteinivorum	1457365	S	10	0	10	0.00000
Faecalibacterium prausnitzii	853	S	218448	268518	486966	0.04697
Faecalibacterium sp. IP-1-18	2929488	S	23413	234724	258137	0.02490
Faecalibacterium sp. I3-3-89	2929493	S	16436	9181	25617	0.00247
Faecalibacterium sp. I4-1-79	2929494	S	15918	17999	33917	0.00327
Faecalibacterium sp. I3-3-33	2929492	S	11609	9011	20620	0.00199
Faecalibacterium sp. I4-3-84	2929495	S	5895	16415	22310	0.00215
Faecalibacterium sp. HTF-F	2929491	S	5406	7254	12660	0.00122
Faecalibacterium sp. IP-3-29	2929489	S	4673	15839	20512	0.00198
Faecalibacterium sp. I2-3-92	2929490	S	3986	14599	18585	0.00179
Faecalibacterium taiwanense	3030638	S	17693	75971	93664	0.00903
Faecalibacterium duncaniae	411483	S	13361	45167	58528	0.00565
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	39519	1887	41406	0.00399
Ruminococcus sp. SR1/5	657323	S	514	2644	3158	0.00030
Ruminococcus champanellensis	1161942	S	675	10	685	0.00007
Ruminococcus albus	1264	S	182	0	182	0.00002
Ruminococcus bovis	2564099	S	94	1	95	0.00001
Ruminococcus gauvreauii	438033	S	65	6	71	0.00001
Flavonifractor plautii	292800	S	7575	421	7996	0.00077
Oscillibacter sp. PEA192	2109687	S	3757	16792	20549	0.00198
Oscillibacter hominis	2763056	S	2029	137	2166	0.00021
Anaerotruncus colihominis	169435	S	4245	554	4799	0.00046
Pusillibacter faecalis	2714358	S	4031	424	4455	0.00043
Vescimonas coprocola	2714355	S	2000	614	2614	0.00025
Vescimonas fastidiosa	2714353	S	1170	347	1517	0.00015
Subdoligranulum variabile	214851	S	2473	669	3142	0.00030
uncultured Subdoligranulum sp.	512298	S	463	125	588	0.00006
Lawsonibacter asaccharolyticus	2108523	S	3239	166	3405	0.00033
Dysosmobacter welbionis	2093857	S	3040	12763	15803	0.00152
Ruthenibacterium lactatiformans	1550024	S	2774	154	2928	0.00028
Solibaculum mannosilyticum	2780922	S	219	28	247	0.00002
Caproicibacterium argilliputei	3030016	S	86	13	99	0.00001
Caproicibacterium sp. BJN0003	2994078	S	51	3	54	0.00001
Caproicibacterium amylolyticum	2766537	S	26	4	30	0.00000
Caproicibacterium lactatifermentans	2666138	S	16	2	18	0.00000
Acetivibrio clariflavus	288965	S	46	4	50	0.00000
Acetivibrio thermocellus	1515	S	13	0	13	0.00000
Ethanoligenens harbinense	253239	S	28	0	28	0.00000
Paludicola sp. MB14-C6	3070656	S	26	0	26	0.00000
Thermoclostridium stercorarium	1510	S	21	1	22	0.00000
Petroclostridium sp. X23	3045146	S	13	0	13	0.00000
Clostridium sp. M62/1	411486	S	5928	1823	7751	0.00075
Clostridium sp. SY8519	1042156	S	455	13	468	0.00005
Clostridium sp. MD294	97138	S	19	0	19	0.00000
Clostridium sp. LQ25	2992805	S	15	70	85	0.00001
Clostridium sp. C1	1155388	S	11	1	12	0.00000
Clostridium perfringens	1502	S	212	157	369	0.00004
Clostridium cadaveris	1529	S	144	8	152	0.00001
Clostridium botulinum	1491	S	30	10	40	0.00000
Clostridium estertheticum	238834	S	23	1	24	0.00000
Clostridium thermosuccinogenes	84032	S	17	0	17	0.00000
Clostridium kluyveri	1534	S	14	0	14	0.00000
Clostridium intestinale	36845	S	12	0	12	0.00000
Clostridium felsineum	36839	S	11	0	11	0.00000
Proteiniclasticum sp. QWL-01	3036945	S	13	0	13	0.00000
Intestinimonas butyriciproducens	1297617	S	2738	193	2931	0.00028
Flintibacter sp. KGMB00164	2610895	S	636	72	708	0.00007
Massilistercora timonensis	2086584	S	207	38	245	0.00002
Carboxydocella thermautotrophica	178899	S	20	0	20	0.00000
Sinanaerobacter sp. ZZT-01	3111540	S	12	0	12	0.00000
Eubacterium sp. MSJ-33	2841528	S	1414	172	1586	0.00015
Eubacterium ventriosum	39496	S	1060	146	1206	0.00012
Eubacterium callanderi	53442	S	184	20	204	0.00002
Eubacterium maltosivorans	2041044	S	60	3	63	0.00001
Eubacterium limosum	1736	S	58	4	62	0.00001
Acetobacterium wieringae	52694	S	13	2	15	0.00000
Intestinibacillus sp. NTUH-41-i26	3079303	S	1483	160	1643	0.00016
Agathobaculum sp. NTUH-O15-33	3079302	S	561	4	565	0.00005
Butyricicoccus sp. GAM44	2109686	S	34	0	34	0.00000
Acutalibacter muris	1796620	S	117	3	120	0.00001
Caproiciproducens sp. CPB-2	3030017	S	29	12	41	0.00000
uncultured Caproiciproducens sp.	1738647	S	11	1	12	0.00000
Caproicibacter fermentans	2576756	S	23	14	37	0.00000
Maliibacterium massiliense	2086585	S	100	3	103	0.00001
Aristaeella hokkaidonensis	3046382	S	29	15	44	0.00000
Aristaeella lactis	3046383	S	24	12	36	0.00000
Candidatus Formimonas warabiya	1761012	S	25	2	27	0.00000
Acididesulfobacillus acetoxydans	1561005	S	11	0	11	0.00000
Dehalobacter sp. DCM	2907827	S	12	12	24	0.00000
Simiaoa sunii	2763672	S	700718	109110	809828	0.07811
Roseburia intestinalis	166486	S	26695	13056	39751	0.00383
Roseburia hominis	301301	S	7615	1677	9292	0.00090
Roseburia rectibacter	2763062	S	2512	560	3072	0.00030
Roseburia sp. 831b	1261635	S	1113	80	1193	0.00012
Roseburia sp. 499	1261634	S	401	27	428	0.00004
