name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Eubacterium ventriosum	39496	S	968	86	1054	0.00013
Eubacterium maltosivorans	2041044	S	84	7	91	0.00001
Eubacterium callanderi	53442	S	74	15	89	0.00001
Eubacterium sp. MSJ-33	2841528	S	44	3	47	0.00001
Eubacterium limosum	1736	S	24	4	28	0.00000
Intestinibacillus sp. NTUH-41-i26	3079303	S	206	63	269	0.00003
Butyricicoccus sp. GAM44	2109686	S	109	0	109	0.00001
Agathobaculum sp. NTUH-O15-33	3079302	S	55	6	61	0.00001
Acutalibacter muris	1796620	S	132	7	139	0.00002
Syntrophobotulus glycolicus	51197	S	15	0	15	0.00000
Aristaeella lactis	3046383	S	10	1	11	0.00000
Maliibacterium massiliense	2086585	S	10	0	10	0.00000
Blautia obeum	40520	S	98636	23198	121834	0.01546
Blautia wexlerae	418240	S	10537	3223	13760	0.00175
Blautia sp. SC05B48	2479767	S	1398	1089	2487	0.00032
Blautia luti	89014	S	1033	244	1277	0.00016
Blautia hydrogenotrophica	53443	S	311	12	323	0.00004
Blautia hansenii	1322	S	301	59	360	0.00005
Blautia producta	33035	S	154	122	276	0.00004
Blautia coccoides	1532	S	152	227	379	0.00005
Blautia pseudococcoides	1796616	S	131	4	135	0.00002
Blautia argi	1912897	S	125	15	140	0.00002
Blautia liquoris	2779518	S	45	0	45	0.00001
Blautia parvula	2877527	S	33	4	37	0.00000
Roseburia intestinalis	166486	S	60421	25562	85983	0.01091
Roseburia hominis	301301	S	4423	740	5163	0.00066
Roseburia rectibacter	2763062	S	2011	429	2440	0.00031
Roseburia sp. 831b	1261635	S	235	16	251	0.00003
Roseburia sp. 499	1261634	S	119	7	126	0.00002
Dorea longicatena	88431	S	32626	6763	39389	0.00500
Dorea formicigenerans	39486	S	6285	1654	7939	0.00101
Anaerostipes hadrus	649756	S	34656	3112	37768	0.00479
Anaerostipes caccae	105841	S	106	55	161	0.00002
Anaerostipes sp. PC18	3036926	S	52	30	82	0.00001
Anaerostipes rhamnosivorans	1229621	S	15	2	17	0.00000
Anaerobutyricum hallii	39488	S	33769	3737	37506	0.00476
Enterocloster bolteae	208479	S	7981	1262	9243	0.00117
Enterocloster clostridioformis	1531	S	7545	1930	9475	0.00120
Enterocloster asparagiformis	333367	S	2528	42	2570	0.00033
Agathobacter rectalis	39491	S	18643	3141	21784	0.00276
[Ruminococcus] torques	33039	S	9877	2093	11970	0.00152
Mediterraneibacter gnavus	33038	S	2533	459	2992	0.00038
[Ruminococcus] lactaris	46228	S	790	66	856	0.00011
[Clostridium] symbiosum	1512	S	10531	799	11330	0.00144
[Clostridium] scindens	29347	S	1058	65	1123	0.00014
Lachnoclostridium phocaeense	1871021	S	133	18	151	0.00002
[Clostridium] hylemonae	89153	S	71	4	75	0.00001
Lachnoclostridium phytofermentans	66219	S	30	0	30	0.00000
Coprococcus comes	410072	S	3076	747	3823	0.00049
Coprococcus catus	116085	S	935	141	1076	0.00014
Coprococcus eutactus	33043	S	832	152	984	0.00012
Coprococcus sp. ART55/1	751585	S	199	37	236	0.00003
Hungatella hathewayi	154046	S	1829	132	1961	0.00025
Simiaoa sunii	2763672	S	1577	202	1779	0.00023
Lachnospira eligens	39485	S	1276	510	1786	0.00023
Butyrivibrio crossotus	45851	S	314	34	348	0.00004
Butyrivibrio fibrisolvens	831	S	148	13	161	0.00002
Butyrivibrio hungatei	185008	S	31	7	38	0.00000
Butyrivibrio proteoclasticus	43305	S	13	3	16	0.00000
Lacrimispora saccharolytica	84030	S	164	68	232	0.00003
Lacrimispora xylanisolvens	384636	S	76	14	90	0.00001
Lacrimispora xylanolytica	29375	S	47	12	59	0.00001
Lacrimispora sphenoides	29370	S	45	21	66	0.00001
Lacrimispora sp. BS-2	3151850	S	45	27	72	0.00001
Stomatobaculum sp. F0698	3059030	S	181	1	182	0.00002
Claveliimonas bilis	3028070	S	165	10	175	0.00002
Lachnoanaerobaculum gingivalis	2490855	S	96	14	110	0.00001
Lachnoanaerobaculum umeaense	617123	S	11	1	12	0.00000
Marvinbryantia formatexigens	168384	S	119	1	120	0.00002
Anaerocolumna sp. AGMB13020	3081750	S	17	3	20	0.00000
Anaerocolumna sp. MB42-C2	3070997	S	15	7	22	0.00000
Anaerocolumna chitinilytica	1727145	S	21	3	24	0.00000
Anaerocolumna cellulosilytica	433286	S	12	2	14	0.00000
Sellimonas intestinalis	1653434	S	79	3	82	0.00001
Wujia chipingensis	2763670	S	73	10	83	0.00001
Wansuia hejianensis	2763667	S	68	2	70	0.00001
Novisyntrophococcus fermenticellae	2068655	S	66	1	67	0.00001
Qiania dongpingensis	2763669	S	66	2	68	0.00001
Kineothrix sp. MB12-C1	3070215	S	40	1	41	0.00001
Kineothrix sp. IPX-CK	3123317	S	18	0	18	0.00000
Pseudobutyrivibrio xylanivorans	185007	S	26	0	26	0.00000
Chordicoccus furentiruminis	2709410	S	23	0	23	0.00000
Anaeromicropila herbilytica	2785025	S	10	0	10	0.00000
Clostridioides difficile	1496	S	1895	200	2095	0.00027
Intestinibacter bartlettii	261299	S	1619	90	1709	0.00022
Romboutsia ilealis	1115758	S	42	7	49	0.00001
Romboutsia hominis	1507512	S	24	2	26	0.00000
Romboutsia sp. CE17	2724150	S	15	1	16	0.00000
Paraclostridium sordellii	1505	S	11	1	12	0.00000
Emergencia timonensis	1776384	S	24	0	24	0.00000
Emergencia sp. JLR.KK010	3114296	S	15	0	15	0.00000
Christensenella minuta	626937	S	3392	77	3469	0.00044
Christensenella massiliensis	1805714	S	76	3	79	0.00001
Monoglobus pectinilyticus	1981510	S	24	1	25	0.00000
Biomaibacter acetigenes	2316383	S	13	0	13	0.00000
Catenibacterium sp. co_0103	2478954	S	53911	11945	65856	0.00836
Catenibacterium mitsuokai	100886	S	53215	8545	61760	0.00784
Thomasclavelia ramosa	1547	S	412	17	429	0.00005
Thomasclavelia spiroformis	29348	S	59	2	61	0.00001
Erysipelatoclostridium sp. An173	1965571	S	10	0	10	0.00000
Faecalibacillus intestinalis	1982626	S	194	11	205	0.00003
Tannockella kyphosi	2899121	S	14	0	14	0.00000
Turicibacter bilis	2735723	S	307	467	774	0.00010
Turicibacter sp. H121	1712675	S	17	74	91	0.00001
Turicibacter sp. TJ11	2806443	S	12	1	13	0.00000
Longicatena caecimuris	1796635	S	124	30	154	0.00002
Amedibacterium intestinale	2583452	S	96	24	120	0.00002
Intestinibaculum porci	2487118	S	18	0	18	0.00000
Faecalibaculum rodentium	1702221	S	12	2	14	0.00000
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	7968	2093	10061	0.00128
Phascolarctobacterium succinatutens	626940	S	6661	2255	8916	0.00113
Acidaminococcus fermentans	905	S	76	2	78	0.00001
Acidaminococcus intestini	187327	S	17	1	18	0.00000
Veillonella parvula	29466	S	517	37	554	0.00007
Veillonella rogosae	423477	S	357	63	420	0.00005
Veillonella dispar	39778	S	296	133	429	0.00005
Veillonella atypica	39777	S	294	17	311	0.00004
Veillonella sp. S12025-13	2682455	S	87	69	156	0.00002
Veillonella nakazawae	2682456	S	64	59	123	0.00002
Megasphaera stantonii	2144175	S	10	8	18	0.00000
Selenobaculum gibii	3054208	S	263	1	264	0.00003
Selenomonas ruminantium	971	S	10	3	13	0.00000
Enterococcus faecalis	1351	S	6254	4010	10264	0.00130
Enterococcus faecium	1352	S	145	151	296	0.00004
Enterococcus cecorum	44008	S	33	3	36	0.00000
Enterococcus saigonensis	1805431	S	11	5	16	0.00000
Enterococcus hirae	1354	S	10	2	12	0.00000
Vagococcus lutrae	81947	S	26	7	33	0.00000
Streptococcus sp. oral taxon 061	712623	S	75	52	127	0.00002
Streptococcus sp. FSL K6-1323	2954513	S	41	343	384	0.00005
Streptococcus sp. Marseille-Q6470	2972784	S	22	14	36	0.00000
Streptococcus sp. FSL W7-1342	2954545	S	11	125	136	0.00002
Streptococcus sp. A12	1759399	S	11	6	17	0.00000
Streptococcus suis	1307	S	243	187	430	0.00005
Streptococcus salivarius	1304	S	181	350	531	0.00007
Streptococcus thermophilus	1308	S	78	20	98	0.00001
Streptococcus parasanguinis	1318	S	61	47	108	0.00001
Streptococcus infantis	68892	S	49	14	63	0.00001
Streptococcus acidominimus	1326	S	26	4	30	0.00000
Streptococcus sanguinis	1305	S	20	6	26	0.00000
Streptococcus pneumoniae	1313	S	19	10	29	0.00000
Streptococcus pasteurianus	197614	S	18	133	151	0.00002
Streptococcus cristatus	45634	S	15	1	16	0.00000
Streptococcus oralis	1303	S	13	9	22	0.00000
Lactococcus petauri	1940789	S	44	34	78	0.00001
Lactococcus cremoris	1359	S	40	91	131	0.00002
Levilactobacillus brevis	1580	S	254	309	563	0.00007
Lactobacillus ultunensis	227945	S	21	20	41	0.00001
Lactobacillus acetotolerans	1600	S	18	17	35	0.00000
Ligilactobacillus ruminis	1623	S	42	9	51	0.00001
Limosilactobacillus fermentum	1613	S	22	21	43	0.00001
Companilactobacillus allii	1847728	S	10	5	15	0.00000
Weissella confusa	1583	S	14	2	16	0.00000
Leuconostoc carnosum	1252	S	10	4	14	0.00000
Granulicatella adiacens	46124	S	195	10	205	0.00003
Jeotgalibaca sp. MA1X17-3	2908211	S	10	0	10	0.00000
Lysinibacillus timonensis	2086577	S	11	52	63	0.00001
Priestia megaterium	1404	S	16	60	76	0.00001
Priestia flexa	86664	S	11	32	43	0.00001
Heyndrickxia coagulans	1398	S	11	117	128	0.00002
Parageobacillus caldoxylosilyticus	81408	S	11	63	74	0.00001
Paraliobacillus zengyii	2213194	S	11	8	19	0.00000
Paenibacillus polygoni	3050112	S	13	9	22	0.00000
Paenibacillus polymyxa	1406	S	10	102	112	0.00001
Aneurinibacillus uraniidurans	2966586	S	11	20	31	0.00000
Planococcus massiliensis	1499687	S	22	20	42	0.00001
Chryseomicrobium sp. FSL W7-1435	2921704	S	26	79	105	0.00001
Staphylococcus debuckii	2044912	S	17	51	68	0.00001
Murdochiella vaginalis	1852373	S	53	6	59	0.00001
Finegoldia magna	1260	S	17	1	18	0.00000
Parvimonas micra	33033	S	11	1	12	0.00000
Caldicellulosiruptor morganii	1387555	S	11	1	12	0.00000
Bifidobacterium longum	216816	S	23170	10945	34115	0.00433
Bifidobacterium pseudocatenulatum	28026	S	2193	451	2644	0.00034
Bifidobacterium breve	1685	S	344	89	433	0.00005
Bifidobacterium catenulatum	1686	S	183	61	244	0.00003
Bifidobacterium adolescentis	1680	S	92	105	197	0.00002
Bifidobacterium sp. ESL0775	2983230	S	15	2	17	0.00000
Bifidobacterium bifidum	1681	S	15	27	42	0.00001
Rothia mucilaginosa	43675	S	56	23	79	0.00001
Citricoccus sp. SGAir0253	2567881	S	10	12	22	0.00000
Microbacterium sp. XT11	367477	S	10	34	44	0.00001
Brevibacterium spongiae	2909672	S	21	16	37	0.00000
Streptomyces sp. HUAS CB01	3053466	S	10	83	93	0.00001
Streptomyces sp. FZ201	3057122	S	10	135	145	0.00002
Mycobacterium avium	1764	S	13	33	46	0.00001
Actinomyces pacaensis	1852377	S	57	27	84	0.00001
Schaalia odontolytica	1660	S	24	8	32	0.00000
Schaalia sp. HMT-172	3059028	S	14	7	21	0.00000
Microlunatus elymi	2596828	S	11	7	18	0.00000
Amycolatopsis sp. FBCC-B4732	3079339	S	21	6	27	0.00000
Candidatus Planktophila lacus	1884913	S	16	0	16	0.00000
Collinsella aerofaciens	74426	S	445	178	623	0.00008
Collinsella sp. zg1085	2844380	S	20	0	20	0.00000
Enorma phocaeensis	1871019	S	11	3	14	0.00000
Fannyhessea vaginae	82135	S	11	7	18	0.00000
Eggerthella lenta	84112	S	136	46	182	0.00002
Eggerthella guodeyinii	2690837	S	12	1	13	0.00000
Adlercreutzia equolifaciens	446660	S	20	2	22	0.00000
Adlercreutzia hattorii	2707299	S	20	14	34	0.00000
Berryella wangjianweii	2734634	S	18	0	18	0.00000
Arabiibacter massiliensis	1870985	S	18	2	20	0.00000
Phoenicibacter congonensis	1944646	S	17	6	23	0.00000
Ilumatobacter coccineus	467094	S	10	0	10	0.00000
Mycoplasma cottewii	51364	S	94	18	112	0.00001
Mycoplasma anserisalpingitidis	519450	S	15	21	36	0.00000
Mycoplasmopsis arginini	2094	S	27	88	115	0.00001
Nostoc sphaeroides	446679	S	11	55	66	0.00001
Candidatus Promineifilum breve	1806508	S	19	0	19	0.00000
Klebsiella aerogenes	548	S	54508	20908	75416	0.00957
Klebsiella michiganensis	1134687	S	105	319	424	0.00005
Klebsiella pneumoniae	573	S	101	2648	2749	0.00035
Klebsiella quasipneumoniae	1463165	S	13	31	44	0.00001
Klebsiella variicola	244366	S	12	62	74	0.00001
Raoultella planticola	575	S	59	49	108	0.00001
Escherichia coli	562	S	12082	57676	69758	0.00885
Escherichia fergusonii	564	S	11	8	19	0.00000
Escherichia albertii	208962	S	11	2	13	0.00000
Enterobacter ludwigii	299767	S	14	90	104	0.00001
Cronobacter universalis	535744	S	10	2	12	0.00000
Salmonella enterica	28901	S	15	483	498	0.00006
Buchnera aphidicola	9	S	25	0	25	0.00000
Tatumella ptyseos	82987	S	10	1	11	0.00000
Proteus mirabilis	584	S	36	9	45	0.00001
Haemophilus parainfluenzae	729	S	21276	2305	23581	0.00299
Haemophilus pittmaniae	249188	S	160	13	173	0.00002
Haemophilus haemolyticus	726	S	120	45	165	0.00002
Haemophilus influenzae	727	S	88	98	186	0.00002
Haemophilus parahaemolyticus	735	S	24	1	25	0.00000
Haemophilus sp. oral taxon 036	712310	S	17	8	25	0.00000
Aggregatibacter aphrophilus	732	S	139	23	162	0.00002
Aggregatibacter sp. 2125159857	2820817	S	21	3	24	0.00000
Pseudomonas aeruginosa	287	S	456	2261	2717	0.00034
Pseudomonas putida	303	S	10	27	37	0.00000
Pseudomonas syringae	317	S	12	7	19	0.00000
Pseudomonas fluorescens	294	S	10	5	15	0.00000
Stutzerimonas stutzeri	316	S	17	21	38	0.00000
Stutzerimonas balearica	74829	S	12	9	21	0.00000
Entomomonas asaccharolytica	2785331	S	12	0	12	0.00000
Xanthomonas arboricola	56448	S	10	19	29	0.00000
Stenotrophomonas maltophilia	40324	S	14	47	61	0.00001
Luteibacter flocculans	2780091	S	11	14	25	0.00000
Rhodanobacter glycinis	582702	S	23	25	48	0.00001
Halomonas meridiana	29570	S	14	65	79	0.00001
Vibrio parahaemolyticus	670	S	12	40	52	0.00001
Shewanella litorisediminis	1173586	S	11	8	19	0.00000
Agarivorans sp. TSD2052	2937286	S	12	4	16	0.00000
Acinetobacter johnsonii	40214	S	22	33	55	0.00001
Acinetobacter lanii	2715163	S	16	1	17	0.00000
Sutterella wadsworthensis	40545	S	9524	5435	14959	0.00190
Sutterella megalosphaeroides	2494234	S	5334	6212	11546	0.00147
Sutterella faecalis	2584944	S	1807	1104	2911	0.00037
Duodenibacillus massiliensis	1852381	S	10685	3654	14339	0.00182
Turicimonas muris	1796652	S	47	21	68	0.00001
Cupriavidus pauculus	82633	S	21	386	407	0.00005
Paraburkholderia graminis	60548	S	11	110	121	0.00002
Ralstonia mannitolilytica	105219	S	10	228	238	0.00003
Polynucleobacter necessarius	576610	S	10	14	24	0.00000
Lautropia mirabilis	47671	S	30	79	109	0.00001
Trinickia caryophylli	28094	S	12	46	58	0.00001
Mycetohabitans rhizoxinica	412963	S	10	14	24	0.00000
Variovorax sp. SRS16	282217	S	12	206	218	0.00003
Variovorax sp. V15	3065952	S	12	76	88	0.00001
Variovorax paradoxus	34073	S	13	122	135	0.00002
Diaphorobacter sp. HDW4B	2714925	S	19	53	72	0.00001
Ramlibacter tataouinensis	94132	S	17	140	157	0.00002
Bordetella bronchialis	463025	S	31	82	113	0.00001
Paenalcaligenes faecalis	2980099	S	45	74	119	0.00002
