name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alistipes shahii	328814	S	123731	36914	160645	0.00759
Alistipes communis	2585118	S	25820	2741	28561	0.00135
Alistipes onderdonkii	328813	S	15773	3058	18831	0.00089
Alistipes senegalensis	1288121	S	8304	776	9080	0.00043
uncultured Alistipes sp.	538949	S	7168	393	7561	0.00036
Alistipes megaguti	2364787	S	6516	798	7314	0.00035
Alistipes dispar	2585119	S	1623	177	1800	0.00009
Alistipes ihumii	1470347	S	355	27	382	0.00002
Alistipes sp. dk3624	2662363	S	312	39	351	0.00002
Alistipes indistinctus	626932	S	252	28	280	0.00001
uncultured Acetobacteroides sp.	1760811	S	156	5	161	0.00001
Butyricimonas paravirosa	1472417	S	80924	30647	111571	0.00527
Butyricimonas faecalis	2093856	S	7530	2962	10492	0.00050
Butyricimonas virosa	544645	S	1033	122	1155	0.00005
Butyricimonas faecihominis	1472416	S	944	248	1192	0.00006
Odoribacter splanchnicus	28118	S	42410	4427	46837	0.00221
Segatella copri	165179	S	44243	5509	49752	0.00235
Segatella hominis	2518605	S	836	216	1052	0.00005
Segatella oris	28135	S	276	234	510	0.00002
Segatella bryantii	77095	S	272	718	990	0.00005
Segatella baroniae	305719	S	135	682	817	0.00004
Prevotella melaninogenica	28132	S	1924	2028	3952	0.00019
Prevotella intermedia	28131	S	1648	2197	3845	0.00018
Prevotella sp. Rep29	2691580	S	302	32	334	0.00002
Prevotella sp. E13-17	2913616	S	192	55	247	0.00001
Prevotella sp. E9-3	2913621	S	174	57	231	0.00001
Prevotella sp. oral taxon 475	712471	S	170	25	195	0.00001
Prevotella sp. E15-22	2937774	S	170	61	231	0.00001
Prevotella sp. E2-28	2913620	S	155	47	202	0.00001
Prevotella sp. oral taxon 299	652716	S	86	37	123	0.00001
Prevotella bivia	28125	S	519	197	716	0.00003
Prevotella herbatica	2801997	S	507	18	525	0.00002
Prevotella fusca	589436	S	359	328	687	0.00003
Prevotella communis	2913614	S	359	72	431	0.00002
Prevotella denticola	28129	S	320	437	757	0.00004
Prevotella nigrescens	28133	S	271	986	1257	0.00006
Prevotella corporis	28128	S	228	133	361	0.00002
Prevotella jejuni	1177574	S	225	383	608	0.00003
Prevotella histicola	470565	S	126	72	198	0.00001
Prevotella veroralis	28137	S	81	80	161	0.00001
Prevotella scopos	589437	S	63	120	183	0.00001
Prevotella dentalis	52227	S	47	18	65	0.00000
Prevotella multiformis	282402	S	47	90	137	0.00001
Paraprevotella xylaniphila	454155	S	10347	1864	12211	0.00058
Paraprevotella clara	454154	S	502	70	572	0.00003
Xylanibacter ruminicola	839	S	575	49	624	0.00003
Hoylesella buccalis	28127	S	269	209	478	0.00002
Hoylesella enoeca	76123	S	223	363	586	0.00003
Pseudoprevotella muciniphila	2133944	S	203	6	209	0.00001
Barnesiella sp. An22	1965590	S	12633	1095	13728	0.00065
Barnesiella viscericola	397865	S	3099	319	3418	0.00016
Coprobacter fastidiosus	1099853	S	3130	79	3209	0.00015
Coprobacter secundus	1501392	S	674	87	761	0.00004
Sodaliphilus pleomorphus	2606626	S	4880	150	5030	0.00024
Muribaculum intestinale	1796646	S	1521	156	1677	0.00008
Muribaculum gordoncarteri	2530390	S	518	171	689	0.00003
Duncaniella dubosii	2518971	S	621	89	710	0.00003
Paramuribaculum intestinale	2094151	S	326	46	372	0.00002
Porphyromonas gingivalis	837	S	361	52	413	0.00002
Porphyromonas pogonae	867595	S	278	16	294	0.00001
Porphyromonas somerae	322095	S	256	36	292	0.00001
Porphyromonas cangingivalis	36874	S	242	41	283	0.00001
Porphyromonas crevioricanis	393921	S	67	5	72	0.00000
Porphyromonas endodontalis	28124	S	51	5	56	0.00000
Porphyromonas sp. oral taxon 275	712435	S	30	0	30	0.00000
Porphyromonas asaccharolytica	28123	S	15	1	16	0.00000
uncultured Macellibacteroides sp.	1243007	S	310	1	311	0.00001
Dysgonomonas sp. HDW5B	2714927	S	153	267	420	0.00002
Dysgonomonas sp. HDW5A	2714926	S	34	61	95	0.00000
Dysgonomonas capnocytophagoides	45254	S	367	22	389	0.00002
Proteiniphilum propionicum	2829812	S	310	13	323	0.00002
Proteiniphilum saccharofermentans	1642647	S	161	6	167	0.00001
Petrimonas sp.	2023866	S	70	9	79	0.00000
Petrimonas mucosa	1642646	S	66	14	80	0.00000
Paludibacter propionicigenes	185300	S	233	0	233	0.00001
Salinivirga cyanobacteriivorans	1307839	S	67	0	67	0.00000
Tenuifilum thalassicum	2590900	S	32	0	32	0.00000
uncultured Draconibacterium sp.	1573823	S	515	87	602	0.00003
Draconibacterium halophilum	2706887	S	260	38	298	0.00001
Draconibacterium orientale	1168034	S	124	46	170	0.00001
Mangrovibacterium marinum	1639118	S	111	26	137	0.00001
Aquipluma nitroreducens	2010828	S	86	2	88	0.00000
Maribellus comscasis	2681766	S	80	3	83	0.00000
uncultured Sunxiuqinia sp.	1573825	S	38	5	43	0.00000
uncultured Carboxylicivirga sp.	1628156	S	295	68	363	0.00002
Xiashengella succiniciproducens	2949635	S	175	28	203	0.00001
Alkalitalea saponilacus	889453	S	87	13	100	0.00000
Labilibaculum antarcticum	1717717	S	67	17	84	0.00000
Labilibaculum sp.	2060723	S	60	54	114	0.00001
Labilibaculum manganireducens	1940525	S	22	16	38	0.00000
Marinifilum fragile	570161	S	93	20	113	0.00001
uncultured Marinifilum sp.	1127472	S	23	6	29	0.00000
Flavobacterium sp. N2038	2986829	S	57	76	133	0.00001
Flavobacterium sp. N2270	2986831	S	44	29	73	0.00000
Flavobacterium sp. KACC 22761	3092665	S	30	42	72	0.00000
Flavobacterium sp. SLB02	2665645	S	29	39	68	0.00000
Flavobacterium sp. N502536	2986837	S	25	51	76	0.00000
Flavobacterium sp. CHNK8	2871165	S	24	76	100	0.00000
Flavobacterium sp. MDT1-60	1979344	S	21	19	40	0.00000
Flavobacterium sp. N1994	2986827	S	21	5	26	0.00000
Flavobacterium sp. NG2	3097547	S	16	6	22	0.00000
Flavobacterium sp. N1736	2986823	S	14	15	29	0.00000
Flavobacterium sp. GSB-24	2994319	S	12	32	44	0.00000
Flavobacterium sp. 140616W15	2478552	S	12	8	20	0.00000
uncultured Flavobacterium sp.	165435	S	71	94	165	0.00001
Flavobacterium lacustre	3016339	S	60	38	98	0.00000
Flavobacterium psychrotrophum	2294119	S	54	9	63	0.00000
Flavobacterium arcticum	1784713	S	50	17	67	0.00000
Flavobacterium ovatum	1928857	S	47	34	81	0.00000
Flavobacterium inviolabile	2748320	S	45	24	69	0.00000
Flavobacterium marginilacus	3003256	S	44	24	68	0.00000
Flavobacterium psychrophilum	96345	S	35	18	53	0.00000
Flavobacterium alkalisoli	2602769	S	34	6	40	0.00000
Flavobacterium acetivorans	2893883	S	34	25	59	0.00000
Flavobacterium gelatinilyticum	3003260	S	34	45	79	0.00000
Flavobacterium fluviale	2249356	S	31	89	120	0.00001
Flavobacterium endoglycinae	2816357	S	31	31	62	0.00000
Flavobacterium sangjuense	2518177	S	25	7	32	0.00000
Flavobacterium commune	1306519	S	24	15	39	0.00000
Flavobacterium pallidum	2172098	S	24	6	30	0.00000
Flavobacterium cupriresistens	2893885	S	20	17	37	0.00000
Flavobacterium davisii	2906077	S	19	21	40	0.00000
Flavobacterium nackdongense	2547394	S	19	5	24	0.00000
Flavobacterium gyeonganense	1310418	S	18	52	70	0.00000
Flavobacterium album	2175091	S	17	3	20	0.00000
Flavobacterium aquiphilum	3003261	S	17	9	26	0.00000
Flavobacterium pectinovorum	29533	S	16	20	36	0.00000
Flavobacterium kingsejongi	1678728	S	16	14	30	0.00000
Flavobacterium crocinum	2183896	S	12	29	41	0.00000
Flavobacterium eburneipallidum	3003263	S	11	5	16	0.00000
Flavobacterium nitratireducens	992289	S	10	6	16	0.00000
Flavobacterium azooxidireducens	1871076	S	10	2	12	0.00000
Flavobacterium luteolum	3003259	S	10	58	68	0.00000
Polaribacter sp. BM10	1529069	S	25	56	81	0.00000
Polaribacter sp. Hel1_33_78	1336804	S	24	11	35	0.00000
Polaribacter sp. HL-MS24	3077735	S	10	9	19	0.00000
Polaribacter reichenbachii	996801	S	39	14	53	0.00000
Polaribacter gangjinensis	574710	S	28	35	63	0.00000
Polaribacter sejongensis	985043	S	28	77	105	0.00000
Polaribacter pacificus	1775173	S	19	23	42	0.00000
Polaribacter staleyi	2022337	S	18	37	55	0.00000
Polaribacter vadi	1774273	S	12	4	16	0.00000
Polaribacter dokdonensis	326329	S	11	5	16	0.00000
Capnocytophaga sp. FDAARGOS_737	2545799	S	46	72	118	0.00001
Capnocytophaga stomatis	1848904	S	29	12	41	0.00000
Capnocytophaga ochracea	1018	S	20	64	84	0.00000
Capnocytophaga cynodegmi	28189	S	18	8	26	0.00000
Capnocytophaga gingivalis	1017	S	12	2	14	0.00000
Tenacibaculum sp. 190130A14a	3137857	S	49	49	98	0.00000
Tenacibaculum pacificus	3018314	S	45	48	93	0.00000
Tenacibaculum jejuense	584609	S	25	5	30	0.00000
Tenacibaculum dicentrarchi	669041	S	17	24	41	0.00000
Tenacibaculum singaporense	2358479	S	10	4	14	0.00000
Zunongwangia sp. SCSIO 43204	2779359	S	69	249	318	0.00002
Zunongwangia sp. HRR-M8	3015170	S	31	69	100	0.00000
Zunongwangia profunda	398743	S	24	105	129	0.00001
Cellulophaga sp. L1A9	2686362	S	47	35	82	0.00000
Cellulophaga sp. HaHaR_3_176	1942464	S	32	15	47	0.00000
Cellulophaga sp. HaHa_2_95	2745558	S	13	11	24	0.00000
Cellulophaga omnivescoria	1888890	S	34	12	46	0.00000
Cellulophaga lytica	979	S	12	12	24	0.00000
Christiangramia flava	1486245	S	75	89	164	0.00001
Gramella sp. MT6	2705471	S	14	3	17	0.00000
Winogradskyella sp. PG-2	754409	S	37	16	53	0.00000
Winogradskyella sp. HaHa_3_26	2749995	S	16	46	62	0.00000
Winogradskyella helgolandensis	2697010	S	10	20	30	0.00000
Flagellimonas sp. MMG031	3158549	S	56	43	99	0.00000
Flagellimonas lutaonensis	516051	S	23	36	59	0.00000
Flagellimonas oceani	2698672	S	12	28	40	0.00000
Formosa sp. Hel3_A1_48	1336795	S	62	96	158	0.00001
Formosa sp. L2A11	2686363	S	20	23	43	0.00000
Salegentibacter sp. T436	1729720	S	48	268	316	0.00001
Salegentibacter salegens	143223	S	10	5	15	0.00000
Myroides odoratus	256	S	18	5	23	0.00000
Myroides sp. ZB35	1458492	S	10	30	40	0.00000
Myroides odoratimimus	76832	S	10	75	85	0.00000
Hwangdonia lutea	3075823	S	60	68	128	0.00001
Maribacter sp. MJ134	2496865	S	11	2	13	0.00000
Maribacter sp. BPC-D8	3053613	S	11	6	17	0.00000
Maribacter halichondriae	2980554	S	15	1	16	0.00000
Maribacter hydrothermalis	1836467	S	13	2	15	0.00000
Mariniflexile sp. TRM1-10	2027857	S	45	14	59	0.00000
Imtechella halotolerans	1165090	S	53	16	69	0.00000
Aequorivita sublithincola	101385	S	36	6	42	0.00000
Aequorivita marisscotiae	3040348	S	15	24	39	0.00000
Algibacter luteus	1178825	S	26	21	47	0.00000
Algibacter sp. L1A34	2686365	S	25	35	60	0.00000
Dokdonia sp. PRO95	1239415	S	31	1	32	0.00000
Dokdonia donghaensis	326320	S	19	8	27	0.00000
Gillisia sp. Hel1_33_143	1336796	S	48	70	118	0.00001
Aquimarina sp. BL5	1714860	S	19	9	28	0.00000
Lutibacter sp. A80	2918453	S	19	27	46	0.00000
Nonlabens sp. Hel1_33_55	1336802	S	24	10	34	0.00000
Aureibaculum algae	2584122	S	37	17	54	0.00000
Leeuwenhoekiella sp. ZYFB001	2719912	S	21	21	42	0.00000
Leeuwenhoekiella palythoae	573501	S	15	30	45	0.00000
Lacinutrix sp. 5H-3-7-4	983544	S	15	23	38	0.00000
Antarcticibacterium flavum	2058175	S	14	16	30	0.00000
Antarcticibacterium sp. 1MA-6-2	2908210	S	14	7	21	0.00000
Muricauda sp. SCSIO 64092	2908842	S	15	1	16	0.00000
Muricauda sp. SCSIO 65647	2908843	S	12	0	12	0.00000
Lutimonas zeaxanthinifaciens	3060215	S	26	2	28	0.00000
Sinomicrobium kalidii	2900738	S	25	1	26	0.00000
Flavivirga eckloniae	1803846	S	12	3	15	0.00000
Flavivirga abyssicola	3063533	S	12	4	16	0.00000
Urechidicola croceus	1850246	S	23	65	88	0.00000
Mangrovimonas cancribranchiae	3080055	S	22	10	32	0.00000
Pseudalgibacter alginicilyticus	1736674	S	22	25	47	0.00000
Pontimicrobium sp. SW4	3153519	S	20	8	28	0.00000
Zobellia alginiliquefaciens	3032586	S	16	4	20	0.00000
Kordia sp. SMS9	2282170	S	16	1	17	0.00000
Siansivirga zeaxanthinifaciens	762954	S	17	14	31	0.00000
Salinimicrobium tongyeongense	2809707	S	13	5	18	0.00000
Amniculibacterium sp. G2-70	2767188	S	15	177	192	0.00001
Seonamhaeicola sp. S2-3	1936081	S	12	11	23	0.00000
Psychroserpens sp. NJDZ02	2570561	S	12	103	115	0.00001
Euzebyella marina	1761453	S	12	33	45	0.00000
Abyssalbus ytuae	2926907	S	12	1	13	0.00000
Changchengzhania lutea	2049305	S	10	4	14	0.00000
Pukyongia salina	2094025	S	10	2	12	0.00000
Chryseobacterium sp. IHB B 17019	1721091	S	105	65	170	0.00001
Chryseobacterium sp. StRB126	878220	S	60	57	117	0.00001
Chryseobacterium sp. T16E-39	2015076	S	57	28	85	0.00000
Chryseobacterium sp. G0201	2487065	S	55	48	103	0.00000
Chryseobacterium sp. MEBOG07	2879939	S	41	30	71	0.00000
Chryseobacterium sp. MA9	2966625	S	37	51	88	0.00000
Chryseobacterium sp. CY350	2997336	S	36	19	55	0.00000
Chryseobacterium sp. Chry.R1	3139392	S	33	16	49	0.00000
Chryseobacterium sp. ZHDP1	2838877	S	32	87	119	0.00001
Chryseobacterium sp. MYb264	2745153	S	30	18	48	0.00000
Chryseobacterium sp. JJR-5R	3093923	S	20	6	26	0.00000
Chryseobacterium sp. Y16C	2920939	S	19	46	65	0.00000
Chryseobacterium sp. POE27	3138177	S	15	14	29	0.00000
Chryseobacterium sp. POL2	2713414	S	12	25	37	0.00000
Chryseobacterium sp.	1871047	S	11	11	22	0.00000
Chryseobacterium sp. G0162	2487063	S	10	37	47	0.00000
Chryseobacterium capnotolerans	2759528	S	55	83	138	0.00001
Chryseobacterium indologenes	253	S	42	50	92	0.00000
Chryseobacterium camelliae	1265445	S	39	27	66	0.00000
Chryseobacterium manosquense	2754694	S	33	68	101	0.00000
Chryseobacterium arthrosphaerae	651561	S	27	28	55	0.00000
Chryseobacterium indoltheticum	254	S	26	27	53	0.00000
Chryseobacterium carnipullorum	1124835	S	24	30	54	0.00000
Chryseobacterium oranimense	421058	S	22	14	36	0.00000
Chryseobacterium glaciei	1685010	S	21	16	37	0.00000
Chryseobacterium shandongense	1493872	S	19	30	49	0.00000
Chryseobacterium daecheongense	192389	S	18	15	33	0.00000
Chryseobacterium balustinum	246	S	15	24	39	0.00000
Chryseobacterium gleum	250	S	11	38	49	0.00000
Chryseobacterium lactis	1241981	S	11	10	21	0.00000
Candidatus Kaistella beijingensis	2820270	S	23	20	43	0.00000
Kaistella polysaccharea	2878534	S	19	5	24	0.00000
Kaistella carnis	1241979	S	15	11	26	0.00000
Epilithonimonas vandammei	2487072	S	62	425	487	0.00002
Riemerella anatipestifer	34085	S	174	82	256	0.00001
Elizabethkingia anophelis	1117645	S	63	112	175	0.00001
Elizabethkingia sp. JS20170427COW	2583851	S	27	24	51	0.00000
Elizabethkingia ursingii	1756150	S	25	12	37	0.00000
Ornithobacterium rhinotracheale	28251	S	82	30	112	0.00001
Candidatus Ornithobacterium hominis	2497989	S	10	2	12	0.00000
Marnyiella aurantia	2758037	S	75	44	119	0.00001
Apibacter sp. B3706	2656760	S	28	31	59	0.00000
Bergeyella cardium	1585976	S	38	60	98	0.00000
Cruoricaptor ignavus	1118202	S	45	16	61	0.00000
Weeksella virosa	1014	S	36	20	56	0.00000
Empedobacter brevis	247	S	28	74	102	0.00000
Cloacibacterium caeni	2004710	S	13	78	91	0.00000
Faecalibacter bovis	2898187	S	12	5	17	0.00000
Paracrocinitomix mangrovi	2862509	S	99	3	102	0.00000
Fluviicola taffensis	191579	S	20	8	28	0.00000
Blattabacterium sp. (Mastotermes darwiniensis)	39768	S	30	24	54	0.00000
Blattabacterium cuenoti	1653831	S	45	23	68	0.00000
Parvicella tangerina	2829795	S	105	10	115	0.00001
Sanyastnella coralliicola	3069118	S	12	0	12	0.00000
Sphingobacterium sp. DR205	2713573	S	107	20	127	0.00001
Sphingobacterium sp. E70	2853439	S	102	36	138	0.00001
Sphingobacterium sp. BN32	3058432	S	45	13	58	0.00000
Sphingobacterium sp. ML3W	1538644	S	39	10	49	0.00000
Sphingobacterium sp. WM	3031802	S	39	6	45	0.00000
Sphingobacterium sp. UGAL515B_05	2986767	S	38	65	103	0.00000
Sphingobacterium sp. SRCM116780	2907623	S	27	3	30	0.00000
Sphingobacterium sp. UDSM-2020	2795738	S	19	1	20	0.00000
Sphingobacterium spiritivorum	258	S	178	30	208	0.00001
Sphingobacterium bambusae	662858	S	125	12	137	0.00001
Sphingobacterium lactis	797291	S	31	8	39	0.00000
Sphingobacterium mizutaii	1010	S	19	5	24	0.00000
Sphingobacterium daejeonense	371142	S	17	3	20	0.00000
Sphingobacterium faecium	34087	S	14	60	74	0.00000
Sphingobacterium thalpophilum	259	S	11	14	25	0.00000
Mucilaginibacter sp. KACC 22063	3025666	S	41	2	43	0.00000
Mucilaginibacter sp. 21P	2778902	S	26	2	28	0.00000
Mucilaginibacter sp. 14171R-50	2703789	S	24	3	27	0.00000
Mucilaginibacter sp. SMC90	2929803	S	16	3	19	0.00000
Mucilaginibacter xinganensis	1234841	S	40	2	42	0.00000
Mucilaginibacter mali	2740462	S	37	1	38	0.00000
Mucilaginibacter yixingensis	1295612	S	37	2	39	0.00000
Mucilaginibacter gossypii	551996	S	35	31	66	0.00000
Mucilaginibacter mallensis	652787	S	34	1	35	0.00000
Mucilaginibacter ginsenosidivorans	398053	S	32	1	33	0.00000
Mucilaginibacter sabulilitoris	1173583	S	28	1	29	0.00000
Mucilaginibacter gotjawali	1550579	S	24	0	24	0.00000
Mucilaginibacter ginkgonis	2682091	S	23	1	24	0.00000
Mucilaginibacter robiniae	2728022	S	23	1	24	0.00000
Mucilaginibacter rubeus	2027860	S	15	98	113	0.00001
Mucilaginibacter daejeonensis	398049	S	12	0	12	0.00000
Mucilaginibacter paludis	423351	S	11	0	11	0.00000
Pedobacter sp. FW305-3-2-15-E-R2A2	3140251	S	53	16	69	0.00000
Pedobacter sp. G11	2482728	S	51	10	61	0.00000
Pedobacter sp. WC2423	3234142	S	37	20	57	0.00000
Pedobacter sp. HDW13	2714940	S	32	6	38	0.00000
Pedobacter sp. PACM 27299	1727164	S	28	27	55	0.00000
Pedobacter sp. D749	2856523	S	27	10	37	0.00000
Pedobacter ginsengisoli	363852	S	26	4	30	0.00000
Pedobacter aquae	2605747	S	25	2	27	0.00000
Pedobacter heparinus	984	S	22	2	24	0.00000
Pedobacter endophyticus	2789740	S	18	2	20	0.00000
Pedobacter lusitanus	1503925	S	11	2	13	0.00000
Pedobacter suwonensis	332999	S	10	3	13	0.00000
Pedobacter steynii	430522	S	10	2	12	0.00000
Pseudopedobacter saltans	151895	S	96	30	126	0.00001
Olivibacter sp. LS-1	2592345	S	39	1	40	0.00000
Olivibacter sp. SDN3	2764720	S	26	1	27	0.00000
Anseongella ginsenosidimutans	496056	S	53	0	53	0.00000
Solitalea canadensis	995	S	26	1	27	0.00000
Solitalea lacus	2911172	S	26	1	27	0.00000
Hymenobacter sp. NBH84	2596915	S	16	13	29	0.00000
Hymenobacter qilianensis	1385715	S	22	13	35	0.00000
Hymenobacter tibetensis	497967	S	22	12	34	0.00000
Hymenobacter volaticus	2932254	S	15	7	22	0.00000
Hymenobacter monticola	1705399	S	15	7	22	0.00000
Pontibacter actiniarum	323450	S	17	9	26	0.00000
Pontibacter korlensis	400092	S	16	3	19	0.00000
Pontibacter akesuensis	388950	S	15	4	19	0.00000
Rufibacter radiotolerans	1379910	S	37	3	40	0.00000
Rufibacter tibetensis	512763	S	15	2	17	0.00000
Rufibacter sp. DG15C	1379909	S	15	3	18	0.00000
Nibribacter ruber	2698458	S	35	7	42	0.00000
Dyadobacter sp. 676	3088362	S	46	3	49	0.00000
Dyadobacter pollutisoli	2910158	S	51	4	55	0.00000
Dyadobacter fanqingshengii	2906443	S	41	4	45	0.00000
Dyadobacter fermentans	94254	S	28	3	31	0.00000
Tellurirhabdus bombi	2907205	S	39	3	42	0.00000
Tellurirhabdus rosea	2674997	S	34	6	40	0.00000
Runella rosea	2259595	S	23	6	29	0.00000
Fibrella aestuarina	651143	S	17	1	18	0.00000
Echinicola marina	2859768	S	37	33	70	0.00000
Echinicola strongylocentroti	1795355	S	33	8	41	0.00000
Echinicola sp. 20G	2781961	S	23	4	27	0.00000
Echinicola vietnamensis	390884	S	10	8	18	0.00000
Algoriphagus sp. Y33	2772483	S	32	33	65	0.00000
Cyclobacterium amurskyense	320787	S	34	3	37	0.00000
Flammeovirga pectinis	2494373	S	70	25	95	0.00000
Flammeovirga kamogawensis	373891	S	65	24	89	0.00000
Flammeovirga yaeyamensis	367791	S	15	13	28	0.00000
Chondrinema litorale	2994555	S	27	9	36	0.00000
Imperialibacter roseus	1324217	S	13	5	18	0.00000
Spirosoma pollinicola	2057025	S	68	1	69	0.00000
Spirosoma rhododendri	2728024	S	14	1	15	0.00000
Spirosoma oryzicola	2898794	S	11	0	11	0.00000
Spirosoma taeanense	2735870	S	10	1	11	0.00000
Cytophaga hutchinsonii	985	S	48	7	55	0.00000
Emticicia oligotrophica	312279	S	47	2	49	0.00000
Emticicia sp. 21SJ11W-3	2916755	S	34	1	35	0.00000
Arcticibacterium luteifluviistationis	1784714	S	37	0	37	0.00000
Porifericola rhodea	930972	S	55	5	60	0.00000
Catalinimonas niigatensis	1397264	S	20	1	21	0.00000
Fulvivirga ulvae	2904245	S	34	4	38	0.00000
Fulvivirga ligni	2904246	S	17	2	19	0.00000
Fulvivirga maritima	2904247	S	17	5	22	0.00000
Aureibacter tunicatorum	866807	S	19	2	21	0.00000
Fulvitalea axinellae	1182444	S	19	2	21	0.00000
Persicobacter psychrovividus	387638	S	18	3	21	0.00000
Mangrovivirga cuniculi	2715131	S	56	7	63	0.00000
Marivirga harenae	2010992	S	23	11	34	0.00000
Bernardetia sp. ABR2-2B	3127472	S	12	20	32	0.00000
Chitinophaga sp. LS1	3051176	S	32	106	138	0.00001
Chitinophaga horti	2920382	S	63	7	70	0.00000
Chitinophaga caeni	2029983	S	40	2	42	0.00000
Chitinophaga caseinilytica	2267521	S	39	6	45	0.00000
Chitinophaga agri	2703787	S	21	5	26	0.00000
Chitinophaga pinensis	79329	S	19	3	22	0.00000
Chitinophaga oryzae	2725414	S	15	2	17	0.00000
Chitinophaga filiformis	104663	S	14	2	16	0.00000
Chitinophaga sancti	1004	S	13	8	21	0.00000
Chitinophaga alhagiae	2203219	S	11	0	11	0.00000
Arachidicoccus sp. BS20	1850526	S	199	10	209	0.00001
Arachidicoccus ginsenosidivorans	496057	S	42	3	45	0.00000
Arachidicoccus soli	2341117	S	34	3	37	0.00000
Arachidicoccus terrestris	2875539	S	12	1	13	0.00000
Niabella soli	446683	S	61	10	71	0.00000
Niabella yanshanensis	577386	S	26	3	29	0.00000
Niabella ginsenosidivorans	1176587	S	26	2	28	0.00000
Rhizosphaericola mali	2545455	S	93	5	98	0.00000
Lacibacter sediminis	2760713	S	81	3	84	0.00000
Flavisolibacter tropicus	1492898	S	62	11	73	0.00000
Flavisolibacter ginsenosidimutans	661481	S	11	0	11	0.00000
Ferruginibacter albus	2875540	S	27	1	28	0.00000
Ferruginibacter lapsinanis	563172	S	15	0	15	0.00000
Filimonas lacunae	477680	S	37	5	42	0.00000
Phnomibacter ginsenosidimutans	2676868	S	32	5	37	0.00000
Flavihumibacter rivuli	2838156	S	17	1	18	0.00000
Flavihumibacter fluvii	2838157	S	10	0	10	0.00000
Paraflavitalea speifideaquila	3076558	S	25	2	27	0.00000
Thermoflavifilum sp.	1968839	S	22	0	22	0.00000
Pseudobacter ginsenosidimutans	661488	S	18	3	21	0.00000
Niastella koreensis	354356	S	13	2	15	0.00000
Sediminibacterium sp. TEGAF015	575378	S	11	1	12	0.00000
Lewinella sp. LCG006	3231911	S	28	0	28	0.00000
Saprospira grandis	1008	S	10	0	10	0.00000
